RAJ2000,DEJ2000,Teff
05 42 32.23,-08 38 50.33,4219.4
05 42 32.44,-08 07 24.16,3886.4
05 42 33.09,-08 49 01.77,3062.05
05 42 33.34,-07 53 12.75,5491.2
05 42 34.02,-08 09 59.68,4405.3
05 42 36.74,-07 58 42.00,6601.2
05 42 37.70,-08 25 15.51,3354.75
05 42 38.30,-07 56 46.08,4370.2
05 42 38.31,-08 41 01.74,3575.8
05 42 39.05,-09 24 55.37,5138.4
05 42 39.36,-08 26 28.25,3999.6
05 42 39.73,-08 54 12.06,3907.6
05 42 39.83,-09 21 46.09,3540.45
05 42 40.74,-08 26 11.58,4253.7
05 42 40.81,-08 40 08.61,3451.0
05 42 41.72,-08 11 11.31,4438.0
05 42 42.10,-08 15 15.27,3336.4
05 42 43.18,-09 21 09.36,4326.8
05 42 43.60,-09 08 55.87,6255.7
05 42 43.77,-09 10 38.54,4407.4
05 42 43.84,-09 10 43.33,3458.65
05 42 45.56,-08 14 54.30,3901.0
05 42 46.10,-08 40 00.74,4476.5
05 42 46.61,-09 20 43.89,6221.4
05 42 47.12,-08 37 57.22,3848.0
05 42 48.71,-08 38 31.10,4075.0
05 42 48.90,-08 11 24.21,4277.9
05 42 48.99,-08 15 00.41,3501.095
05 42 49.08,-08 07 03.05,3510.45
05 42 49.13,-08 20 37.06,3361.75
05 42 49.79,-08 12 10.34,4202.313
05 42 49.92,-08 08 19.12,4369.268
05 42 49.99,-08 39 02.82,3095.65
05 42 50.51,-08 39 57.69,4489.8
05 42 50.65,-08 13 39.46,5305.046
05 42 50.73,-09 06 46.79,6015.9
05 42 51.53,-08 07 17.72,3454.85
05 42 53.30,-09 18 21.20,5311.275
05 42 53.60,-08 20 22.62,4403.182
05 42 53.75,-08 57 27.76,3949.0
05 42 53.93,-08 38 24.71,4139.6
05 42 54.74,-08 05 01.97,5660.012
05 42 56.24,-08 15 06.62,3526.5
05 42 56.94,-08 22 50.29,3604.6
05 42 57.31,-08 36 18.44,5205.159
05 42 58.28,-09 24 31.72,5726.8
05 42 58.33,-08 20 06.92,3533.2
05 42 58.47,-09 17 40.17,5126.467
05 42 58.49,-08 43 38.94,3514.037
05 42 59.17,-08 16 01.40,3554.4
05 43 00.43,-08 02 33.95,3946.072
05 43 00.87,-09 14 59.24,3338.6
05 43 01.78,-08 04 50.62,4463.9
05 43 03.92,-08 39 09.50,3663.531
05 43 04.43,-08 48 52.29,5761.465
05 43 04.57,-08 16 39.22,3592.4
05 43 05.83,-08 07 57.50,3237.7
05 43 07.79,-09 12 55.41,4250.651
05 43 08.17,-08 16 40.35,3459.45
05 43 10.72,-08 31 50.05,4903.855
05 43 12.63,-08 34 42.05,4251.553
05 43 12.95,-08 18 03.30,6401.927
05 43 16.24,-08 17 56.72,3526.739
05 43 16.38,-08 28 14.87,5565.17
05 43 16.49,-08 43 53.09,5793.914
05 43 17.37,-09 13 51.37,3094.633
05 43 18.71,-09 16 44.76,6006.742
05 43 19.17,-09 10 15.12,3934.998
05 43 19.59,-08 35 59.53,5258.965
05 43 20.19,-08 34 48.67,5647.159
05 43 26.05,-08 29 31.38,5298.735
05 43 28.65,-09 05 34.07,6099.778
05 43 31.07,-09 12 54.80,5943.788
05 43 33.66,-08 29 50.72,3177.916
05 43 37.42,-09 03 52.50,3519.71
05 43 38.13,-09 20 04.10,3799.416
05 43 38.64,-08 57 57.94,4948.785
05 43 39.79,-09 20 46.43,6016.949
05 43 41.63,-08 53 26.40,3533.681
05 43 41.93,-09 02 29.99,6045.406
05 43 42.91,-08 49 07.09,3839.252
05 43 43.37,-08 55 22.38,5522.771
05 43 46.51,-08 18 52.11,3536.59
05 43 47.33,-09 18 56.99,5536.713
05 43 49.60,-09 07 31.16,6621.417
05 34 56.48,-05 31 36.16,3483.964
05 39 14.86,-07 49 44.16,3210.465
05 39 35.61,-08 10 46.80,3314.184
05 39 43.85,-07 53 53.81,3213.347
05 40 13.58,-08 28 13.76,3575.361
05 40 19.86,-08 16 37.92,3526.692
05 40 20.55,-07 56 39.86,4452.338
05 40 25.75,-08 11 16.84,3319.005
05 40 37.36,-08 04 03.02,5874.063
05 40 41.01,-08 02 18.61,4392.837
05 40 41.92,-09 53 11.41,6231.381
05 40 43.37,-07 57 53.02,5582.363
05 40 48.54,-08 11 08.92,3359.432
05 40 50.50,-08 55 22.22,3609.634
05 40 54.44,-08 34 44.26,6118.724
05 40 59.75,-08 06 03.24,3070.333
05 41 00.08,-08 13 54.81,3107.346
05 41 04.09,-07 43 38.55,3357.005
05 41 04.40,-08 58 07.40,4012.736
05 41 12.14,-08 58 52.66,3511.938
05 41 13.27,-09 15 06.29,4795.82
05 41 14.87,-08 59 57.11,3905.735
05 41 18.39,-07 43 13.30,4264.267
05 41 19.56,-08 40 38.84,4142.207
05 41 20.33,-08 15 23.17,3464.163
05 41 23.17,-08 44 01.59,3525.283
05 41 23.22,-08 59 43.05,3777.802
05 41 24.52,-08 56 32.06,4309.85
05 41 25.35,-08 05 54.72,3586.511
05 41 25.86,-07 49 50.69,4314.33
05 41 26.51,-08 58 39.45,4361.079
05 41 26.70,-08 42 24.51,3435.232
05 41 35.91,-09 29 35.04,5842.689
05 41 42.09,-09 05 00.29,4313.506
05 41 44.65,-08 04 38.56,4016.549
05 41 49.23,-07 57 12.27,3346.095
05 41 51.34,-07 51 48.38,3339.586
05 42 01.49,-08 06 52.46,3121.235
05 42 05.47,-08 38 28.41,3446.04
05 42 05.59,-08 01 05.60,3446.009
05 42 08.61,-08 22 13.79,4313.46
05 42 11.58,-08 08 05.19,4867.416
05 42 19.29,-08 19 28.78,4539.176
05 42 21.30,-08 08 00.14,6999.561
05 42 22.36,-09 55 13.88,6739.246
05 42 22.66,-08 23 55.90,3442.616
05 42 31.46,-08 17 43.95,4263.629
05 42 32.93,-08 13 25.91,3778.59
05 42 35.61,-08 15 02.01,3407.727
05 42 36.51,-08 11 51.45,4108.731
05 42 38.23,-08 16 35.25,4273.809
05 42 42.32,-08 06 21.50,6999.406
05 42 42.42,-08 48 14.04,3525.425
05 42 43.07,-08 18 35.10,4548.542
05 42 43.99,-08 09 26.78,3943.601
05 42 45.01,-08 33 35.87,3651.856
05 42 45.77,-08 05 15.02,6782.505
05 42 48.15,-08 16 25.00,4148.214
05 42 49.31,-08 45 15.97,3303.618
05 42 58.55,-08 18 51.70,3348.924
05 43 00.63,-08 08 40.75,4603.29
05 43 04.41,-08 18 10.60,3403.697
05 43 05.93,-08 21 50.54,3294.628
05 43 14.98,-08 06 46.59,6999.761
05 43 19.02,-08 16 29.44,3894.581
05 43 24.65,-08 13 27.53,3384.872
05 43 39.31,-08 56 15.88,6994.603
05 43 43.63,-08 34 16.43,3711.232
