RAJ2000,DEJ2000,Teff
05 35 25.12,-05 57 39.24,4361.3
05 35 25.11,-06 47 56.57,3549.4
05 35 25.13,-05 22 25.27,3162.664
05 35 25.22,-05 29 51.62,3248.242
05 35 25.24,-05 09 27.64,3374.218
05 35 25.23,-05 15 35.83,3439.486
05 35 25.24,-05 33 21.07,3061.529
05 35 25.35,-05 25 29.58,3073.759
05 35 25.35,-05 10 21.10,2962.664
05 35 25.37,-05 24 11.42,4538.483
05 35 25.38,-05 53 21.53,3379.975
05 35 25.39,-05 51 08.72,5942.497
05 35 25.40,-05 10 48.12,4498.402
05 35 25.43,-05 21 51.53,3734.969
05 35 25.47,-05 21 35.00,4224.165
05 35 25.47,-05 34 02.87,3268.678
05 35 25.50,-05 45 44.90,3028.007
05 35 25.51,-04 51 20.58,3312.3
05 35 25.65,-05 07 57.31,3368.299
05 35 25.66,-05 30 20.89,3609.961
05 35 25.68,-04 49 31.30,3137.789
05 35 25.68,-05 30 38.12,3205.363
05 35 25.70,-06 23 18.95,3379.634
05 35 25.71,-05 23 09.41,4159.195
05 35 25.73,-05 09 49.46,4777.306
05 35 25.73,-05 26 41.76,3671.709
05 35 25.86,-05 07 56.55,3702.181
05 35 25.91,-05 56 48.84,3436.588
05 35 26.01,-05 25 47.79,3697.32
05 35 26.06,-05 21 21.00,4130.8
05 35 26.16,-05 22 57.03,3375.881
05 35 26.17,-05 20 06.05,4079.561
05 35 26.17,-05 45 08.49,3612.09
05 35 26.18,-05 25 20.40,3284.678
05 35 26.20,-05 27 36.67,4943.201
05 35 26.27,-04 15 50.03,5526.701
05 35 26.30,-05 27 43.93,3368.02
05 35 26.31,-05 15 11.33,5808.707
05 35 26.34,-05 25 40.16,4421.979
05 35 26.41,-05 16 12.45,3446.542
05 35 26.45,-05 30 16.48,3127.579
05 35 26.48,-05 17 56.50,4162.149
05 35 26.50,-05 48 49.77,4424.144
05 35 26.57,-05 17 53.08,3159.893
05 35 26.59,-04 56 06.71,3476.819
05 35 26.60,-06 16 28.32,3355.656
05 35 26.59,-06 19 09.16,3540.487
05 35 26.73,-05 16 45.11,3334.919
05 35 26.83,-06 26 47.55,3925.182
05 35 26.88,-04 47 30.64,4794.5
05 35 26.96,-06 13 42.22,5550.073
05 35 26.97,-05 10 17.33,5383.335
05 35 26.97,-05 24 00.59,3262.521
05 35 26.98,-05 13 14.51,5797.278
05 35 27.00,-05 48 46.00,3401.852
05 35 27.02,-06 14 11.05,6885.626
05 35 27.06,-05 15 44.75,3108.67
05 35 27.10,-06 45 48.49,3228.439
05 35 27.17,-06 19 42.01,3548.524
05 35 27.20,-05 30 24.73,3176.557
05 35 27.30,-05 23 36.60,3922.021
05 35 27.44,-05 26 28.15,3549.945
05 35 27.47,-05 17 09.95,3798.592
05 35 27.50,-05 27 25.92,3444.686
05 35 27.51,-05 35 19.47,3955.589
05 35 27.52,-04 25 27.17,6998.524
05 35 27.53,-05 13 56.33,3190.667
05 35 27.55,-05 28 30.92,3262.614
05 35 27.64,-05 09 37.20,4168.902
05 35 27.66,-05 42 55.11,4008.522
05 35 27.74,-05 18 04.66,3902.906
05 35 27.89,-05 28 02.03,3246.661
05 35 27.91,-06 14 15.06,3895.06
05 35 27.93,-06 09 39.12,3388.714
05 35 27.93,-05 16 57.24,3359.844
05 35 27.97,-05 29 31.10,3544.67
05 35 28.04,-05 17 20.24,3278.491
05 35 28.12,-05 18 57.22,3841.982
05 35 28.13,-05 23 06.43,3312.781
05 35 28.15,-05 10 13.85,3507.08
05 35 28.17,-05 00 49.57,3344.462
05 35 28.17,-05 11 37.56,3421.743
05 35 28.32,-05 59 13.29,3348.176
05 35 28.35,-05 17 54.49,3338.602
05 35 28.35,-05 18 23.07,3321.892
05 35 28.38,-05 25 03.37,3466.815
05 35 28.40,-05 56 28.00,3400.99
05 35 28.42,-05 26 20.27,6903.47
05 35 28.58,-05 05 44.62,3499.429
05 35 28.61,-04 55 03.65,4523.77
05 35 28.64,-04 47 26.52,3271.619
05 35 28.90,-05 35 06.79,3452.276
05 35 28.93,-05 16 18.47,3711.955
05 35 29.01,-05 49 48.60,4243.501
05 35 29.02,-05 06 04.04,4386.669
05 35 29.09,-05 29 10.33,3572.713
05 35 29.34,-05 25 46.26,3351.428
05 35 29.40,-04 38 20.51,3045.125
05 35 29.46,-05 16 33.42,4006.715
05 35 29.46,-06 16 26.64,3468.679
05 35 29.58,-05 24 56.88,3467.868
05 35 29.66,-05 31 12.35,3455.576
05 35 29.74,-05 48 45.03,3829.4
05 35 29.83,-05 32 53.45,4409.333
05 35 29.85,-05 23 55.53,3487.535
05 35 29.86,-05 23 48.43,3461.926
05 35 29.90,-05 12 10.39,3194.47
05 35 29.93,-06 44 15.10,5986.104
05 35 29.93,-04 57 08.16,5012.271
05 35 29.99,-05 12 27.47,3061.735
05 35 30.03,-04 34 27.68,3147.92
05 35 30.15,-05 14 18.57,3194.405
05 35 30.16,-06 12 05.98,3460.978
05 35 30.16,-06 03 02.62,4203.843
05 35 30.28,-05 25 51.62,3429.554
05 35 30.29,-05 13 52.67,4241.374
05 35 30.33,-05 27 37.06,3443.128
05 35 30.42,-05 34 38.57,3234.447
05 35 30.42,-05 25 38.59,3694.0
05 35 30.46,-05 19 34.05,4017.373
05 35 30.48,-05 49 03.72,3468.966
05 35 30.49,-05 24 23.08,4040.6
05 35 30.49,-05 28 30.55,3484.687
05 35 30.53,-04 51 28.99,4089.439
05 35 30.58,-05 51 55.43,3198.699
05 35 30.61,-04 59 36.06,4403.918
05 35 30.66,-05 27 16.74,3326.45
05 35 30.70,-05 18 07.14,3451.375
05 35 30.71,-05 24 31.21,3143.53
05 35 30.75,-05 21 46.62,3572.193
05 35 30.80,-05 30 36.20,3331.811
05 35 30.80,-05 51 50.97,3170.876
05 35 30.90,-04 55 17.87,3730.709
05 35 30.91,-05 18 17.95,3350.282
05 35 30.92,-05 25 23.64,3270.434
05 35 30.93,-05 43 05.32,3534.105
05 35 30.96,-05 25 43.96,3154.251
05 35 31.00,-05 22 01.31,3820.173
05 35 30.99,-07 02 08.54,3450.517
05 35 31.03,-04 57 20.02,3468.804
05 35 31.05,-06 45 18.12,3334.711
05 35 31.07,-05 04 15.08,4755.915
05 35 31.16,-04 54 15.07,6888.664
05 35 31.20,-05 12 28.05,3366.05
05 35 31.24,-05 23 40.02,4053.443
05 35 31.27,-05 18 55.93,3669.116
05 35 31.26,-05 40 10.81,3883.446
05 35 31.30,-05 15 33.08,4434.866
05 35 31.37,-05 33 08.84,5834.4
05 35 31.38,-05 58 40.28,3200.172
05 35 31.41,-05 28 16.37,3124.121
05 35 31.49,-06 14 18.86,3374.962
05 35 31.50,-05 05 01.66,3263.123
05 35 31.55,-05 40 27.82,4381.684
05 35 31.56,-05 16 36.95,3155.057
05 35 31.58,-05 15 23.56,3244.179
05 35 31.63,-05 00 14.08,3999.67
05 35 31.62,-05 16 58.20,3331.356
05 35 31.68,-05 30 04.10,3060.477
05 35 31.70,-04 41 07.74,3271.851
05 35 31.73,-04 49 52.63,3214.758
05 35 31.75,-05 16 39.90,3136.618
05 35 31.79,-05 29 34.09,3334.224
05 35 31.81,-06 06 29.45,3342.681
05 35 31.95,-05 09 27.96,4290.842
05 35 32.00,-05 16 20.12,3549.85
05 35 32.18,-05 11 57.99,3212.815
05 35 32.22,-04 46 57.24,3697.191
05 35 32.22,-05 44 26.51,3355.822
05 35 32.33,-05 11 43.51,3444.391
05 35 32.34,-05 18 07.86,3779.754
05 35 32.37,-05 31 11.16,4335.645
05 35 32.42,-05 14 24.78,3563.794
05 35 32.44,-05 15 06.90,3342.232
05 35 32.50,-05 29 02.20,4880.078
05 35 32.52,-05 26 10.45,3612.761
05 35 32.55,-06 01 22.54,5248.931
05 35 32.58,-04 50 06.88,4343.86
05 35 32.63,-04 20 02.98,3906.436
05 35 32.64,-05 15 51.45,3258.653
05 35 32.70,-06 30 18.18,3371.987
05 35 32.72,-04 50 11.78,4142.515
05 35 32.81,-05 17 38.46,3480.74
05 35 32.83,-05 18 19.83,3267.489
05 35 32.86,-06 52 38.59,4477.797
05 35 32.87,-05 30 21.41,3942.38
05 35 32.92,-05 16 05.23,4066.865
05 35 32.96,-05 12 04.73,3527.677
05 35 33.00,-04 43 58.87,4477.231
05 35 33.11,-05 17 34.02,3162.976
05 35 33.16,-05 14 10.53,3258.118
05 35 33.16,-05 47 07.47,3354.477
05 35 33.20,-05 16 05.40,4234.491
05 35 33.32,-05 39 24.77,3389.535
05 35 33.34,-04 51 11.37,3424.143
05 35 33.57,-06 02 20.31,3339.456
05 35 33.59,-05 15 23.22,3598.434
05 35 33.61,-05 28 50.64,3257.252
05 35 33.63,-05 00 42.05,3485.804
05 35 33.64,-05 03 08.04,4491.552
05 35 33.69,-04 46 23.77,3598.241
05 35 33.83,-05 04 27.57,4058.507
05 35 33.93,-06 14 32.76,3141.561
05 35 34.00,-04 53 58.05,3877.604
05 35 34.17,-06 22 57.78,3445.233
05 35 34.19,-04 33 42.19,3457.472
05 35 34.19,-06 39 43.31,3391.335
05 35 34.22,-05 27 18.37,3328.217
05 35 34.28,-05 06 21.23,6999.589
05 35 34.38,-05 26 59.70,3050.287
05 35 34.47,-04 40 20.74,4103.419
05 35 34.51,-04 46 54.86,3283.135
05 35 34.65,-06 02 47.24,3522.207
05 35 34.69,-05 34 38.09,3434.131
05 35 34.79,-06 05 00.82,6999.735
05 35 34.81,-06 21 51.32,6179.892
05 35 34.85,-04 23 25.19,6201.321
05 35 34.91,-05 29 14.47,4149.657
05 35 35.15,-05 21 23.66,3339.253
05 35 35.22,-04 47 39.68,3532.279
05 35 35.22,-05 26 55.05,3431.474
05 35 35.29,-05 21 27.15,3844.203
05 35 35.34,-05 11 11.47,3227.927
05 35 35.61,-05 15 43.23,3474.593
05 35 35.62,-05 29 36.57,3271.371
05 35 35.71,-05 20 33.18,3342.49
05 35 35.79,-05 12 20.60,6999.567
05 35 35.87,-06 12 09.12,5319.318
05 35 35.93,-04 10 57.30,3946.697
05 35 35.95,-05 38 42.69,3248.6
05 35 36.01,-05 12 25.31,4239.494
05 35 36.16,-04 18 47.42,5763.489
05 35 36.20,-05 04 56.00,3723.019
05 35 36.22,-05 20 20.43,3410.493
05 35 36.23,-04 51 20.90,3691.195
05 35 36.35,-05 31 37.87,3133.418
05 35 36.43,-04 16 20.00,3251.158
05 35 36.42,-05 01 15.57,4462.383
05 35 36.44,-05 34 11.15,3542.234
05 35 36.45,-04 21 30.44,3362.786
05 35 36.50,-05 20 09.44,3240.872
05 35 36.51,-04 33 35.22,5208.9
05 35 36.67,-06 45 12.69,6448.596
05 35 36.69,-05 04 14.51,3472.695
05 35 36.69,-04 57 30.01,3200.945
05 35 36.71,-05 37 41.55,3937.2
05 35 36.71,-05 58 56.30,3284.264
05 35 36.72,-05 10 00.42,3155.773
05 35 36.79,-05 37 46.48,3441.474
05 35 36.84,-06 16 30.95,3934.827
05 35 36.91,-04 46 10.08,5971.65
05 35 37.08,-04 10 05.94,6049.937
05 35 37.16,-05 10 29.52,3430.799
05 35 37.33,-06 23 26.39,3371.382
05 35 37.34,-06 00 00.21,3103.936
05 35 37.34,-06 21 19.15,3206.802
05 35 37.48,-06 53 45.99,4868.615
05 35 37.58,-05 27 16.47,3425.215
05 35 38.03,-04 48 33.38,3457.428
05 35 38.03,-05 28 21.55,3433.05
05 35 38.21,-05 14 19.02,3373.197
05 35 38.53,-04 59 41.15,3582.152
05 35 38.63,-05 09 56.64,2997.948
05 35 38.73,-05 16 59.10,3159.863
05 35 38.86,-05 12 41.96,4244.703
05 35 38.90,-05 36 33.23,2925.916
05 35 39.01,-05 21 01.73,3970.369
05 35 39.03,-05 40 59.91,3718.238
05 35 39.03,-05 07 04.32,3332.994
05 35 39.08,-05 08 56.44,4236.423
05 35 39.21,-05 16 35.52,4367.686
05 35 39.36,-04 47 34.54,6056.954
05 35 39.49,-04 40 19.42,3767.842
05 35 39.51,-04 35 13.77,6359.135
05 35 39.60,-04 25 12.97,4579.331
05 35 39.65,-05 27 50.27,3295.082
05 35 39.74,-04 51 41.65,4260.419
05 35 39.95,-04 57 31.22,3872.005
05 35 39.96,-05 06 36.82,3197.914
05 35 40.02,-04 45 55.37,3837.404
05 35 40.08,-05 27 58.95,3242.88
05 35 40.19,-05 17 29.29,6717.233
05 35 40.23,-04 51 06.21,4160.854
05 35 40.40,-06 35 54.83,5514.801
05 35 40.50,-04 52 26.06,3394.541
05 35 40.50,-05 27 01.80,5415.947
05 35 40.54,-05 58 03.65,3332.762
05 35 40.55,-04 35 18.98,3492.614
05 35 40.76,-04 48 30.54,4611.853
05 35 40.76,-05 12 47.93,3174.896
05 35 40.78,-05 09 01.59,4289.847
05 35 40.81,-05 21 41.83,3584.589
05 35 40.83,-05 32 01.87,3384.94
05 35 40.83,-06 18 06.73,3359.823
05 35 40.89,-06 43 51.91,4479.589
05 35 41.02,-06 26 50.44,4378.673
05 35 41.02,-06 22 45.39,3459.024
05 35 41.05,-05 06 25.34,3339.592
05 35 41.06,-05 36 22.80,6545.583
05 35 41.08,-04 49 47.71,5418.667
05 35 41.30,-05 38 32.95,3258.226
05 35 41.32,-05 27 50.38,3291.61
05 35 41.32,-07 12 03.90,5786.131
05 35 41.37,-05 12 58.99,3503.268
05 35 41.39,-04 37 55.96,5290.987
05 35 41.98,-05 28 12.81,4371.102
05 35 42.01,-05 10 11.51,4132.608
05 35 42.30,-05 15 08.00,3470.986
05 35 42.48,-05 27 33.04,4260.242
05 35 42.62,-05 26 08.39,3175.748
05 35 42.67,-05 25 45.08,3132.608
05 35 42.77,-05 11 54.79,4068.089
05 35 42.76,-06 34 51.86,3492.978
05 35 42.85,-05 51 36.85,6379.917
05 35 43.00,-05 23 02.43,3451.074
05 35 43.01,-05 59 45.99,3443.599
05 35 43.03,-04 47 00.33,3365.32
05 35 43.10,-05 20 13.83,5475.819
05 35 43.11,-04 24 55.70,3898.858
05 35 43.22,-05 36 27.41,4219.528
05 35 43.25,-05 09 17.13,3778.462
05 35 43.37,-06 22 19.59,3245.722
05 35 43.40,-05 32 44.10,3619.748
05 35 43.44,-05 40 55.10,3422.186
05 35 43.56,-05 05 41.46,3518.527
05 35 43.61,-05 42 32.20,3809.175
05 35 44.13,-04 48 04.83,3578.396
05 35 44.17,-05 36 39.79,3091.147
05 35 44.51,-04 44 15.91,3568.103
05 35 44.52,-05 36 33.19,3150.372
05 35 44.59,-05 32 16.54,5000.193
05 35 44.63,-04 50 09.81,3458.089
05 35 44.72,-05 51 02.78,4991.609
05 35 44.85,-05 24 34.48,3357.088
05 35 44.86,-05 07 17.02,4013.998
05 35 45.10,-04 51 41.84,3137.464
05 35 45.33,-07 04 21.96,5197.271
05 35 45.42,-05 20 36.82,3832.393
05 35 45.57,-05 28 22.99,3410.05
05 35 45.63,-05 13 36.17,3315.127
05 35 45.63,-05 18 13.75,5801.238
05 35 45.88,-06 05 38.80,3371.456
05 35 45.93,-06 25 59.15,4376.966
05 35 46.06,-06 12 22.94,3881.103
05 35 46.12,-05 10 51.78,4216.27
05 35 46.24,-05 15 39.84,3508.355
05 35 46.43,-05 41 00.77,3262.619
05 35 46.56,-04 26 12.72,3975.53
05 35 46.61,-05 22 24.32,3238.338
05 35 46.69,-05 49 26.28,3839.934
05 35 46.85,-06 05 07.57,3594.612
05 35 47.15,-06 29 10.46,3177.845
05 35 47.30,-06 33 23.38,3416.631
05 35 47.39,-05 13 18.56,3564.025
05 35 47.40,-06 31 31.80,5038.947
05 35 47.42,-05 10 28.46,3714.914
05 35 47.48,-05 22 49.52,3477.92
05 35 47.51,-05 16 58.00,6870.037
05 35 47.65,-05 19 14.52,3533.608
05 35 47.65,-05 37 38.81,3160.817
05 35 47.65,-06 21 36.07,3071.77
05 35 47.79,-05 10 30.77,4401.8
05 35 47.83,-05 13 17.70,5299.961
05 35 48.00,-06 01 34.64,3526.887
05 35 48.14,-05 53 57.36,3492.411
05 35 48.16,-05 31 55.65,3557.567
05 35 48.26,-05 11 10.31,5418.629
05 35 48.28,-06 17 59.40,3436.816
05 35 48.39,-06 17 36.16,3249.942
05 35 48.66,-05 19 32.07,5078.4
05 35 48.72,-05 19 27.49,3267.536
05 35 48.78,-04 46 07.39,6020.486
05 35 48.87,-06 12 07.86,4306.398
05 35 48.98,-05 01 39.43,3438.267
05 35 49.04,-05 15 37.77,3393.85
05 35 49.14,-06 41 03.12,3370.705
05 35 49.50,-05 35 26.31,3831.735
05 35 49.52,-04 07 30.06,4324.424
05 35 49.55,-04 24 38.47,3727.567
05 35 49.80,-05 40 27.75,6992.513
05 35 49.86,-04 46 32.34,3183.864
05 35 49.88,-05 18 30.90,3454.999
05 35 49.92,-06 53 00.83,5043.495
05 35 50.08,-05 09 46.38,5280.804
05 35 50.19,-05 21 16.98,3246.292
05 35 50.19,-06 50 40.22,4241.269
05 35 50.34,-04 17 00.83,6717.985
05 35 50.36,-07 12 48.00,5692.121
05 35 50.47,-05 51 42.21,4199.606
05 35 50.56,-06 33 17.45,3353.64
05 35 50.77,-05 16 29.18,4271.322
05 35 50.96,-06 22 43.64,3527.514
05 35 50.98,-06 37 56.82,5572.149
05 35 51.06,-05 15 09.09,3883.938
05 35 51.10,-05 07 08.89,3470.89
05 35 51.18,-04 56 27.68,3357.853
05 35 51.72,-04 16 42.14,4469.261
05 35 52.02,-05 28 47.17,4269.567
05 35 52.02,-06 10 01.68,4102.917
05 35 52.21,-05 39 24.71,3470.857
05 35 52.25,-04 43 04.87,3936.139
05 35 52.33,-05 12 56.99,3179.948
05 35 52.52,-04 30 05.46,4207.0
05 35 52.63,-05 05 05.67,4798.906
05 35 52.76,-05 12 59.01,4245.375
05 35 52.82,-05 22 31.45,3912.015
05 35 52.90,-04 08 07.34,3350.845
05 35 53.56,-05 02 34.52,4141.717
05 35 53.81,-04 57 14.10,5984.018
05 35 54.06,-04 47 19.36,3359.197
05 35 54.09,-05 28 32.72,3790.882
05 35 54.08,-05 37 42.32,3382.264
05 35 54.33,-05 26 44.48,3848.284
05 35 54.47,-04 48 04.91,4876.006
05 35 54.55,-06 57 03.24,3404.046
05 35 54.63,-05 27 07.56,3534.193
05 35 55.05,-04 40 27.80,3599.605
05 35 55.13,-06 10 09.38,3063.549
05 35 55.36,-05 47 01.80,3215.166
05 35 55.74,-05 49 29.44,3259.367
05 35 56.05,-05 09 03.15,5498.618
05 35 56.37,-04 36 30.32,6030.511
05 35 56.41,-05 16 31.86,3501.964
05 35 56.90,-05 45 19.11,3410.457
05 35 56.96,-06 29 38.12,2919.291
05 35 57.05,-06 47 04.82,4518.159
05 35 57.30,-06 40 28.11,3333.536
05 35 57.45,-06 16 35.03,3285.594
05 35 57.45,-06 42 41.86,3775.522
05 35 57.52,-05 39 51.39,3503.864
05 35 57.65,-05 57 18.35,3476.754
05 35 57.68,-06 38 13.21,3973.236
05 35 57.74,-06 11 24.71,3527.406
05 35 57.85,-06 23 44.43,3158.613
05 35 57.98,-06 08 13.75,3059.828
05 35 58.07,-05 12 54.80,5255.554
05 35 58.17,-04 36 40.98,4477.736
05 35 58.25,-06 36 43.12,3882.053
05 35 58.54,-05 22 31.32,6999.554
05 35 58.61,-04 29 24.20,3381.498
05 35 58.97,-05 59 08.47,3422.506
05 35 59.16,-05 39 59.61,4936.013
05 35 59.23,-06 49 51.93,3353.779
05 35 59.24,-04 58 46.24,3460.753
05 35 59.48,-05 37 09.64,3250.811
05 35 59.66,-05 29 43.58,4472.538
05 35 59.75,-06 16 06.55,3880.252
05 35 59.75,-07 13 29.88,4263.131
05 36 00.18,-06 42 33.94,4237.712
05 36 00.20,-04 43 46.04,3448.296
05 36 00.22,-06 03 29.52,4252.15
05 36 00.28,-06 23 47.30,3224.649
05 36 00.31,-05 34 23.50,3250.832
05 36 00.34,-05 04 59.83,3244.636
05 36 00.67,-04 56 06.89,6385.837
05 36 00.79,-05 41 06.51,3870.798
05 36 01.09,-06 25 07.68,3278.375
05 36 01.10,-06 15 31.45,3479.216
05 36 01.33,-04 50 10.76,6999.311
05 36 01.41,-06 44 14.63,3201.942
05 36 01.72,-04 54 00.16,5490.814
05 36 01.76,-04 34 17.06,4201.773
05 36 01.83,-05 33 12.80,6986.155
05 36 01.86,-05 17 36.57,4241.087
05 36 02.76,-05 15 26.98,3106.502
05 36 02.89,-06 50 42.18,3352.41
05 36 02.97,-04 19 26.72,3366.755
05 36 03.62,-04 14 17.76,3354.621
05 36 03.85,-07 18 31.20,5687.645
05 36 04.16,-05 04 08.86,3161.301
05 36 04.21,-06 20 44.02,6607.097
05 36 04.33,-05 07 15.66,6209.424
05 36 04.61,-06 11 27.14,3552.724
05 36 04.98,-04 28 05.78,5989.572
05 36 04.98,-06 46 41.43,3565.877
05 36 05.00,-05 48 00.42,5431.309
05 36 05.00,-06 42 43.97,3130.993
05 36 05.08,-04 59 42.75,5451.299
05 36 05.08,-06 29 32.16,4141.778
05 36 05.16,-06 25 25.40,3538.853
05 36 05.19,-05 21 34.54,5445.136
05 36 05.20,-05 41 39.13,3097.253
05 36 05.31,-07 04 13.04,5188.556
05 36 05.65,-05 52 13.08,3330.599
05 36 05.97,-04 37 01.11,6196.774
05 36 06.04,-06 19 38.85,6041.958
05 36 06.26,-04 25 32.70,6999.642
05 36 06.31,-05 41 56.63,4661.816
05 36 06.42,-04 41 53.85,3331.324
05 36 06.66,-06 14 25.94,3853.05
05 36 06.65,-06 32 17.18,4262.25
05 36 06.80,-05 06 15.60,3433.118
05 36 06.86,-06 23 35.28,6120.119
05 36 06.90,-04 20 37.64,3534.896
05 36 06.93,-06 18 53.40,3238.245
05 36 07.04,-05 34 18.27,3159.71
05 36 07.08,-06 57 13.28,3073.99
05 36 07.16,-06 03 25.93,4515.612
05 36 07.21,-04 17 00.14,3425.362
05 36 07.25,-05 31 14.78,5823.588
05 36 07.30,-05 40 22.23,3752.922
05 36 07.29,-05 42 21.66,4323.2
05 36 07.34,-06 43 07.55,6794.38
05 36 07.39,-05 30 27.50,3089.756
05 36 07.57,-06 00 24.48,6921.435
05 36 08.09,-04 41 20.58,3548.025
05 36 08.29,-06 48 36.34,3311.079
05 36 08.34,-06 24 37.86,2886.77
05 36 08.40,-04 28 52.61,3248.82
05 36 08.69,-05 21 02.16,3288.3
05 36 08.74,-04 12 54.89,3347.96
05 36 08.87,-04 07 20.03,4629.058
05 36 08.99,-05 44 47.95,3445.226
05 36 09.28,-05 36 38.83,3352.204
05 36 09.28,-04 50 00.80,3223.405
05 36 09.35,-06 17 10.80,3492.073
05 36 09.42,-05 46 26.57,3881.606
05 36 09.49,-06 18 36.33,3559.042
05 36 09.61,-06 10 29.11,3498.723
05 36 09.66,-05 27 51.10,5521.72
05 36 10.11,-05 22 05.01,3220.468
05 36 10.33,-05 42 27.04,3838.64
05 36 10.38,-05 45 16.86,6048.066
05 36 10.44,-06 20 01.50,4338.798
05 36 10.49,-05 19 44.91,4279.164
05 36 10.87,-06 33 47.46,3440.692
05 36 10.97,-05 39 49.28,3739.161
05 36 11.01,-05 57 26.32,3194.9
05 36 11.02,-04 36 17.86,6386.125
05 36 11.46,-06 22 22.08,3610.2
05 36 11.48,-06 45 52.26,3723.498
05 36 11.80,-05 00 32.64,3359.736
05 36 11.93,-06 49 38.86,6011.184
05 36 12.15,-05 33 29.69,3349.202
05 36 12.51,-05 40 45.43,3267.476
05 36 12.61,-06 23 39.57,3182.425
05 36 12.67,-05 43 41.16,3910.466
05 36 12.80,-05 59 34.48,4095.663
05 36 12.93,-04 32 21.62,6182.649
05 36 12.94,-07 03 32.07,6699.198
05 36 12.97,-06 23 32.97,3472.48
05 36 13.15,-06 25 41.13,3387.412
05 36 13.19,-05 49 43.17,4368.899
05 36 13.47,-06 27 31.17,5343.19
05 36 14.43,-04 14 12.05,3271.69
05 36 14.43,-04 50 15.93,4656.921
05 36 14.59,-05 25 49.83,3988.865
05 36 14.66,-05 37 34.99,3611.267
05 36 14.76,-06 13 16.92,3481.813
05 36 14.80,-05 45 57.14,5928.599
05 36 15.02,-05 38 52.57,6997.599
05 36 15.07,-06 17 36.90,4193.516
05 36 15.19,-05 34 03.08,3329.965
05 36 15.84,-06 14 50.73,3422.658
05 36 16.22,-06 05 22.97,6105.88
05 36 16.24,-06 04 09.69,5624.751
05 36 16.34,-04 46 42.17,6261.29
05 36 16.47,-04 57 58.68,5262.921
05 36 16.98,-05 11 42.76,4207.666
05 36 17.03,-05 43 14.50,5313.531
05 36 17.23,-06 17 24.50,3174.018
05 36 17.57,-04 22 31.84,5504.607
05 36 17.70,-06 28 36.40,3418.482
05 36 18.33,-06 13 59.71,4788.759
05 36 18.48,-06 20 38.73,3558.92
05 36 18.67,-06 31 25.64,3213.178
05 36 18.79,-05 12 18.25,3194.138
05 36 19.38,-06 25 51.33,3034.923
05 36 19.74,-05 48 23.60,3184.132
05 36 19.76,-04 44 55.11,4326.852
05 36 19.76,-05 14 38.67,3760.471
05 36 19.80,-06 31 19.29,3556.998
05 36 19.90,-07 06 48.59,6508.545
05 36 20.56,-07 05 31.78,3433.987
05 36 20.56,-05 41 39.57,4088.73
05 36 20.90,-06 31 10.08,4151.729
05 36 21.01,-05 27 34.10,3308.104
05 36 21.06,-06 21 53.42,3753.035
05 36 21.10,-06 17 17.28,3124.116
05 36 21.30,-05 20 14.18,3427.134
05 36 21.41,-06 45 36.65,4371.061
05 36 21.57,-06 22 52.45,3486.816
05 36 21.77,-07 16 39.15,5293.603
05 36 21.83,-05 17 32.67,5214.354
05 36 21.84,-06 26 02.04,4081.911
05 36 21.88,-06 23 29.90,3144.833
05 36 21.96,-06 41 41.96,3163.476
05 36 22.19,-07 16 06.43,3349.573
05 36 22.47,-06 23 44.80,3288.072
05 36 22.54,-04 29 29.60,3469.56
05 36 23.51,-06 06 36.28,6042.882
05 36 23.76,-07 09 04.78,3443.842
05 36 23.92,-05 13 23.21,5608.574
05 36 24.02,-06 25 27.22,3846.084
05 36 24.23,-05 44 48.62,4197.825
05 36 24.37,-05 34 50.15,4234.926
05 36 24.38,-06 59 52.76,5248.22
05 36 24.48,-06 22 23.24,3303.063
05 36 24.72,-06 05 13.25,3239.884
05 36 24.83,-04 29 08.66,3791.052
05 36 24.99,-06 17 32.48,4174.529
05 36 25.13,-06 44 41.85,4164.54
05 36 25.93,-04 33 41.77,3844.553
05 36 26.11,-06 08 03.80,3891.33
05 36 26.71,-06 26 28.99,3836.033
05 36 26.78,-06 43 43.44,3508.117
05 36 26.85,-04 31 36.70,4880.398
05 36 26.85,-05 56 30.17,3068.791
05 36 27.19,-05 24 31.31,6999.553
05 36 27.32,-05 46 42.37,4128.0
05 36 27.54,-05 30 55.56,3443.484
05 36 27.69,-05 42 21.68,3223.388
05 36 27.72,-06 23 12.33,3137.823
05 36 27.85,-05 42 28.53,5287.098
05 36 27.89,-06 25 36.04,3248.326
05 36 28.10,-06 44 32.61,3490.216
05 36 28.18,-05 57 50.70,5346.555
05 36 28.39,-05 21 42.16,6716.782
05 36 28.74,-05 42 26.34,3170.892
05 36 28.90,-05 14 43.40,3170.06
05 36 29.22,-05 46 12.45,6905.01
05 36 29.28,-04 53 51.05,3340.65
05 36 29.42,-04 27 14.12,6790.253
05 36 29.51,-04 39 57.28,5100.178
05 36 29.74,-05 20 06.84,3819.052
05 36 29.90,-06 38 22.29,3523.256
05 36 30.10,-06 23 10.15,4121.438
05 36 30.16,-05 26 12.79,4069.891
05 36 30.17,-05 53 09.91,3162.442
05 36 30.23,-06 42 46.06,3480.389
05 36 30.67,-05 43 00.12,5639.49
05 36 30.71,-06 45 38.56,5740.939
05 36 30.96,-06 27 13.93,6999.749
05 36 31.52,-06 41 13.49,3496.395
05 36 31.58,-06 08 27.12,4040.002
