2MASS,more,RAJ2000,DEJ2000,YSO,Teff,log(g),SimbadName
2M05341952-0125224,*,83.58135223,-1.42291498,3,4020.0,4.68,2MASS J05341952-0125224
2M05341954-0530198,*,83.58145142,-5.50551701,2,4530.0,4.53,2MASS J05341954-0530198
2M05341957+0134445,*,83.58156586,1.57903302,0,5270.0,3.9,2MASS J05341957+0134445
2M05341960-0428425,*,83.58167267,-4.47848606,0,6980.0,5.93,2MASS J05341960-0428425
2M05341990+1001567,*,83.58293915,10.0324316,0,6910.0,4.18,2MASS J05341990+1001567
2M05342000-0421353,*,83.58334351,-4.35982704,0,5450.0,3.94,2MASS J05342000-0421353
2M05342004-0132251,*,83.58350372,-1.54030705,0,4660.0,3.96,2MASS J05342004-0132251
2M05342009-0538584,*,83.58370972,-5.64958286,0,4870.0,4.93,2MASS J05342009-0538584
2M05342016+1039001,*,83.58403778,10.65005112,3,4030.0,4.75,2MASS J05342016+1039001
2M05342018-0551430,*,83.58409119,-5.86197186,3,5090.0,5.02,2MASS J05342018-0551430
2M05342025-0558156,*,83.58440399,-5.97100306,3,3460.0,4.3,2MASS J05342025-0558156
2M05342027-0151049,*,83.58447266,-1.85137296,0,6660.0,4.52,2MASS J05342027-0151049
2M05342034-0458564,*,83.58475494,-4.98234701,3,3730.0,4.42,2MASS J05342034-0458564
2M05342044-0130246,*,83.58517456,-1.50683999,3,4600.0,4.36,2MASS J05342044-0130246
2M05342052-0518451,*,83.58552551,-5.31252813,2,3950.0,4.56,2MASS J05342052-0518451
2M05342068-0435019,*,83.58618927,-4.58386898,2,3630.0,4.22,2MASS J05342068-0435019
2M05342073-0530461,*,83.58640289,-5.51282215,3,4170.0,4.26,2MASS J05342073-0530461
2M05342077-0421314,*,83.58654785,-4.35874414,0,5770.0,5.18,2MASS J05342077-0421314
2M05342080-0523291,*,83.58666992,-5.39143896,3,3250.0,4.21,2MASS J05342080-0523291
2M05342095-0434092,*,83.58733368,-4.56924915,3,4250.0,4.69,2MASS J05342095-0434092
2M05342111-0639139,*,83.58799744,-6.65388393,0,6360.0,5.29,2MASS J05342111-0639139
2M05342113+0054105,*,83.5880661,0.90294099,0,5480.0,3.99,2MASS J05342113+0054105
2M05342123-0535347,*,83.58848572,-5.59298897,3,3160.0,3.84,2MASS J05342123-0535347
2M05342134-0433435,*,83.58892059,-4.56210184,0,5090.0,4.45,2MASS J05342134-0433435
2M05342137-0418387,*,83.58907318,-4.31075191,3,5810.0,4.65,2MASS J05342137-0418387
2M05342141+1053131,*,83.58922577,10.88698578,0,5540.0,4.68,2MASS J05342141+1053131
2M05342153-0510535,*,83.58972931,-5.1815381,0,5490.0,4.0,2MASS J05342153-0510535
2M05342182+1004148,*,83.59092712,10.07079792,0,4690.0,3.63,2MASS J05342182+1004148
2M05342189+0040567,*,83.59123993,0.68243301,0,6490.0,4.28,2MASS J05342189+0040567
2M05342191-0129312,*,83.59133148,-1.49201191,0,4810.0,3.76,2MASS J05342191-0129312
2M05342216-0420305,*,83.59234619,-4.34182692,0,5500.0,5.02,2MASS J05342216-0420305
2M05342217+1136311,*,83.59237671,11.60865498,0,5590.0,4.08,2MASS J05342217+1136311
2M05342224-0457410,*,83.59268188,-4.96140814,3,4720.0,4.52,2MASS J05342224-0457410
2M05342248-0201154,*,83.59369659,-2.02094507,0,6060.0,4.99,2MASS J05342248-0201154
2M05342256-0620292,*,83.59403992,-6.3414588,3,3200.0,4.56,2MASS J05342256-0620292
2M05342298-0441392,*,83.59577942,-4.69424105,2,4050.0,4.39,2MASS J05342298-0441392
2M05342306-0435569,*,83.59608459,-4.59914017,0,7060.0,5.5,2MASS J05342306-0435569
2M05342309+1103541,*,83.59624481,11.0650444,0,6030.0,4.42,2MASS J05342309+1103541
2M05342314-0430141,*,83.59642029,-4.50391817,3,5130.0,4.6,2MASS J05342314-0430141
2M05342317+1140090,*,83.59654999,11.66917992,0,4500.0,3.36,2MASS J05342317+1140090
2M05342320-0043193,*,83.59667206,-0.72204196,0,5570.0,4.17,2MASS J05342320-0043193
2M05342345-0105226,*,83.59774017,-1.08962798,0,5350.0,3.95,2MASS J05342345-0105226
2M05342349+0111458,*,83.59790039,1.19608104,0,5740.0,4.39,2MASS J05342349+0111458
2M05342354-0121403,*,83.59810638,-1.36121094,3,5590.0,4.55,2MASS J05342354-0121403
2M05342360-0618389,*,83.59837341,-6.31081295,3,3900.0,4.69,2MASS J05342360-0618389
2M05342381-0508159,*,83.59924316,-5.13775206,3,3950.0,4.32,2MASS J05342381-0508159
2M05342386-0515403,*,83.59944916,-5.26120186,3,4280.0,3.99,2MASS J05342386-0515403
2M05342407-0136013,*,83.60029602,-1.60038102,0,4400.0,4.14,2MASS J05342407-0136013
2M05342408-0447116,*,83.60037231,-4.78656912,3,4740.0,4.65,2MASS J05342408-0447116
2M05342420+0952554,*,83.60084534,9.88206291,0,6930.0,5.25,2MASS J05342420+0952554
2M05342423-0055193,*,83.60097504,-0.92203599,0,6640.0,4.92,2MASS J05342423-0055193
2M05342424-0446555,*,83.60103607,-4.7820878,3,3640.0,4.24,2MASS J05342424-0446555
2M05342428-0418107,*,83.60120392,-4.30298519,3,4710.0,4.73,2MASS J05342428-0418107
2M05342429-0606555,*,83.60124207,-6.11543798,3,4140.0,4.33,2MASS J05342429-0606555
2M05342433-0055569,*,83.60140991,-0.93249702,0,6250.0,4.29,2MASS J05342433-0055569
2M05342437-0452524,*,83.60157776,-4.88122892,3,4040.0,4.45,2MASS J05342437-0452524
2M05342459-0417595,*,83.60246277,-4.29986477,3,3990.0,4.82,2MASS J05342459-0417595
2M05342459-0723219,*,83.6024704,-7.38941717,0,12100.0,4.64,2MASS J05342459-0723219
2M05342477-0522104,*,83.60324097,-5.36956501,3,3920.0,4.5,2MASS J05342477-0522104
2M05342484-0644405,*,83.60352325,-6.74460793,3,3590.0,4.35,2MASS J05342484-0644405
2M05342486-0045477,*,83.60361481,-0.763255,0,8440.0,4.59,2MASS J05342486-0045477
2M05342495-0522055,*,83.60398865,-5.36821604,3,5720.0,4.72,2MASS J05342495-0522055
2M05342510-0643274,*,83.60461426,-6.72429705,3,4050.0,4.43,2MASS J05342510-0643274
2M05342518-0445109,*,83.60493469,-4.75303221,3,4050.0,4.51,2MASS J05342518-0445109
2M05342529-0100271,*,83.6053772,-1.00753605,0,3930.0,5.33,2MASS J05342529-0100271
2M05342535-0543187,*,83.60566711,-5.72186518,0,5370.0,4.25,2MASS J05342535-0543187
2M05342541-0456550,*,83.605896,-4.9486289,2,3770.0,4.43,2MASS J05342541-0456550
2M05342563+0947579,*,83.60680389,9.79942131,0,5620.0,4.28,2MASS J05342563+0947579
2M05342572-0456554,*,83.60720062,-4.94872904,2,4370.0,4.61,2MASS J05342572-0456554
2M05342574-0604351,*,83.60727692,-6.07643509,0,5810.0,4.55,2MASS J05342574-0604351
2M05342581-0121065,*,83.60757446,-1.35181403,0,5870.0,5.61,2MASS J05342581-0121065
2M05342587-0456274,*,83.60783386,-4.94096184,2,4010.0,4.68,2MASS J05342587-0456274
2M05342597+0121370,*,83.60823059,1.36030006,0,8260.0,4.7,2MASS J05342597+0121370
2M05342615+1223042,*,83.6089859,12.38450909,0,4420.0,2.69,2MASS J05342615+1223042
2M05342616-0526304,*,83.60901642,-5.44177914,2,4250.0,4.24,2MASS J05342616-0526304
2M05342617-0524190,*,83.60907745,-5.40528393,3,4290.0,3.64,2MASS J05342617-0524190
2M05342625-0422162,*,83.60939026,-4.37118816,0,14400.0,4.62,2MASS J05342625-0422162
2M05342626-0646093,*,83.60943604,-6.76925087,0,4450.0,5.39,2MASS J05342626-0646093
2M05342629-0033443,*,83.60956573,-0.56232399,3,2890.0,4.6,2MASS J05342629-0033443
2M05342634-0611016,*,83.60977936,-6.18377781,0,6130.0,4.75,2MASS J05342634-0611016
2M05342636-0033512,*,83.60984802,-0.56422996,2,3260.0,4.54,2MASS J05342636-0033512
2M05342650-0523239,*,83.61045074,-5.38997889,3,3140.0,4.1,2MASS J05342650-0523239
2M05342675+1128035,*,83.61148071,11.46766186,0,5380.0,4.06,2MASS J05342675+1128035
2M05342675-0541573,*,83.61148834,-5.699265,2,3820.0,4.36,2MASS J05342675-0541573
2M05342679-0528321,*,83.61164093,-5.47560406,2,4020.0,4.47,2MASS J05342679-0528321
2M05342698-0518033,*,83.61242676,-5.30091715,3,2930.0,4.22,2MASS J05342698-0518033
2M05342706-0532291,*,83.61276245,-5.54142284,3,3810.0,4.28,2MASS J05342706-0532291
2M05342709+1008435,*,83.61290741,10.1454258,0,4620.0,3.59,2MASS J05342709+1008435
2M05342734-0524222,*,83.61392212,-5.40618706,3,4440.0,3.74,2MASS J05342734-0524222
2M05342753-0528284,*,83.61473083,-5.474576,3,3290.0,3.49,2MASS J05342753-0528284
2M05342762-0044052,*,83.61511993,-0.73480201,3,4080.0,4.69,2MASS J05342762-0044052
2M05342767-0537192,*,83.61530304,-5.6220088,3,3690.0,3.52,2MASS J05342767-0537192
2M05342769-0039529,*,83.61540985,-0.66469902,0,6130.0,4.96,2MASS J05342769-0039529
2M05342770-0531553,*,83.61541748,-5.5320282,3,4670.0,4.01,2MASS J05342770-0531553
2M05342781-0542101,*,83.61587524,-5.7028141,3,3840.0,4.56,2MASS J05342781-0542101
2M05342783-0543315,*,83.61598206,-5.72542286,3,3560.0,4.42,2MASS J05342783-0543315
2M05342789+1002482,*,83.61624908,10.046731,0,4500.0,3.26,2MASS J05342789+1002482
2M05342792-0526346,*,83.61637115,-5.44295883,2,4290.0,4.43,2MASS J05342792-0526346
2M05342795+0943380,*,83.61647034,9.72723961,0,5430.0,3.84,2MASS J05342795+0943380
2M05342800-0559524,*,83.61670685,-5.99790907,3,4480.0,4.57,2MASS J05342800-0559524
2M05342804+0055093,*,83.61686707,0.91927099,0,5830.0,4.6,2MASS J05342804+0055093
2M05342808-0616131,*,83.61703491,-6.27031994,3,4150.0,4.57,2MASS J05342808-0616131
2M05342810-0228385,*,83.61711121,-2.47737193,0,5800.0,4.2,2MASS J05342810-0228385
2M05342829-0610247,*,83.61788177,-6.17354822,3,4470.0,4.48,2MASS J05342829-0610247
2M05342851+0008053,*,83.6187973,0.13481097,0,6150.0,4.41,2MASS J05342851+0008053
2M05342852-0524578,*,83.61883545,-5.41608095,2,4340.0,4.47,2MASS J05342852-0524578
2M05342867-0434395,*,83.61949158,-4.57766104,3,3990.0,4.63,2MASS J05342867-0434395
2M05342868-0622079,*,83.61953735,-6.36887693,3,4000.0,4.72,2MASS J05342868-0622079
2M05342885-0547137,*,83.62021637,-5.78716421,3,4290.0,3.89,2MASS J05342885-0547137
2M05342906-0514145,*,83.62110901,-5.23738718,2,4310.0,4.26,2MASS J05342906-0514145
2M05342907-0638517,*,83.62112427,-6.64771605,2,4340.0,4.62,2MASS J05342907-0638517
2M05342924-0523567,*,83.62186432,-5.39910889,3,4790.0,4.44,2MASS J05342924-0523567
2M05342926-0514397,*,83.62191772,-5.24437618,2,4350.0,4.25,2MASS J05342926-0514397
2M05342926-0523509,*,83.62194061,-5.39749813,0,6500.0,4.85,2MASS J05342926-0523509
2M05342946-0114499,*,83.62277985,-1.24719894,0,4340.0,3.09,2MASS J05342946-0114499
2M05342949-0513551,*,83.62287903,-5.23199797,2,4320.0,4.51,2MASS J05342949-0513551
2M05342953+0948582,*,83.62304688,9.816185,0,3900.0,5.14,2MASS J05342953+0948582
2M05342954-0445027,*,83.62311554,-4.75075007,2,3950.0,4.72,2MASS J05342954-0445027
2M05342954-0523437,*,83.62308502,-5.39548683,0,6310.0,4.28,2MASS J05342954-0523437
2M05342960+0006146,*,83.62335968,0.10407601,0,4340.0,5.07,2MASS J05342960+0006146
2M05342960-0547247,*,83.62333679,-5.7901969,2,3980.0,4.67,2MASS J05342960-0547247
2M05342978-0451477,*,83.62410736,-4.86325312,2,4210.0,4.39,2MASS J05342978-0451477
2M05342983-0200055,*,83.62431335,-2.00154901,0,4430.0,5.07,2MASS J05342983-0200055
2M05342983-0605586,*,83.62432861,-6.09963608,3,5970.0,5.62,2MASS J05342983-0605586
2M05342986-0504053,*,83.62443542,-5.06816387,3,3760.0,4.5,2MASS J05342986-0504053
2M05343005-0449506,*,83.62524414,-4.83073902,2,4080.0,4.5,2MASS J05343005-0449506
2M05343020-0458304,*,83.62586212,-4.97511721,0,3890.0,4.59,2MASS J05343020-0458304
2M05343024-0511481,*,83.6260376,-5.19672203,2,4080.0,4.36,2MASS J05343024-0511481
2M05343025-0204439,*,83.62605286,-2.07886291,0,6380.0,4.86,2MASS J05343025-0204439
2M05343025-0622010,*,83.62605286,-6.36696291,3,3780.0,4.41,2MASS J05343025-0622010
2M05343033-0527277,*,83.62637329,-5.45771885,0,6520.0,5.12,2MASS J05343033-0527277
2M05343053+0945147,*,83.62724304,9.75411129,0,5440.0,3.97,2MASS J05343053+0945147
2M05343057-0433519,*,83.62741089,-4.5644412,0,5720.0,4.5,2MASS J05343057-0433519
2M05343064-0435526,*,83.62767792,-4.59796095,2,4040.0,4.53,2MASS J05343064-0435526
2M05343087+0059079,*,83.62865448,0.98554999,0,5220.0,3.89,2MASS J05343087+0059079
2M05343087-0425070,*,83.62866211,-4.41863298,0,4300.0,5.1,2MASS J05343087-0425070
2M05343105-0149515,*,83.62940216,-1.83098507,0,5990.0,4.48,2MASS J05343105-0149515
2M05343108-0258023,*,83.62953186,-2.96731591,0,4050.0,3.47,2MASS J05343108-0258023
2M05343114-0521559,*,83.62975311,-5.36552811,2,4030.0,4.39,2MASS J05343114-0521559
2M05343128-0528548,*,83.63037109,-5.48189211,3,3370.0,3.55,2MASS J05343128-0528548
2M05343145-0643226,*,83.63105774,-6.72295189,3,3300.0,4.59,2MASS J05343145-0643226
2M05343148+0931444,*,83.63118744,9.52900124,0,5100.0,3.91,2MASS J05343148+0931444
2M05343150-0424539,*,83.63127899,-4.41498613,0,5880.0,4.55,2MASS J05343150-0424539
2M05343151-0512300,*,83.63129425,-5.20835686,3,5280.0,3.94,2MASS J05343151-0512300
2M05343168-0528269,*,83.63200378,-5.47414207,2,4030.0,4.35,2MASS J05343168-0528269
2M05343174+0120512,*,83.63228607,1.34758294,0,5800.0,4.75,2MASS J05343174+0120512
2M05343183-0535199,*,83.63264465,-5.58888292,3,4110.0,4.71,2MASS J05343183-0535199
2M05343190-0526368,*,83.63292694,-5.44356108,3,3810.0,4.44,2MASS J05343190-0526368
2M05343193+1155156,*,83.63307953,11.92102146,0,5680.0,4.76,2MASS J05343193+1155156
2M05343202-0527426,*,83.63342285,-5.46184111,2,3710.0,4.01,2MASS J05343202-0527426
2M05343203-0511248,*,83.63349152,-5.19023323,3,2900.0,3.81,2MASS J05343203-0511248
2M05343243-0429147,*,83.63513947,-4.48742914,0,13000.0,4.77,2MASS J05343243-0429147
2M05343250-0021357,*,83.63543701,-0.35994202,0,5360.0,4.33,2MASS J05343250-0021357
2M05343251-0020591,*,83.63546753,-0.34975898,0,5230.0,4.71,2MASS J05343251-0020591
2M05343262-0543418,*,83.63594055,-5.72829723,3,3840.0,3.89,2MASS J05343262-0543418
2M05343266-0521074,*,83.63608551,-5.3520689,2,4050.0,4.48,2MASS J05343266-0521074
2M05343282+0959308,*,83.63677216,9.99190807,3,4510.0,4.61,2MASS J05343282+0959308
2M05343291-0639217,*,83.63715363,-6.65604401,0,6110.0,5.39,2MASS J05343291-0639217
2M05343296+1008411,*,83.63735962,10.14477158,0,5510.0,4.33,2MASS J05343296+1008411
2M05343325-0216038,*,83.63857269,-2.26773214,0,4380.0,3.04,2MASS J05343325-0216038
2M05343347-0443328,*,83.63946533,-4.72580194,0,5810.0,5.23,2MASS J05343347-0443328
2M05343350-0542531,*,83.63960266,-5.71476603,0,7800.0,4.31,2MASS J05343350-0542531
2M05343358-0201402,*,83.63993835,-2.02783704,3,5350.0,4.74,2MASS J05343358-0201402
2M05343359-0523099,*,83.63999939,-5.38608789,0,4910.0,5.02,2MASS J05343359-0523099
2M05343367-0514361,*,83.64031219,-5.24337483,3,4100.0,4.57,2MASS J05343367-0514361
2M05343371-0540227,*,83.6404953,-5.67298794,2,2950.0,4.1,2MASS J05343371-0540227
2M05343386-0556380,*,83.64110565,-5.94390822,3,3320.0,4.21,2MASS J05343386-0556380
2M05343394-0528245,*,83.64144135,-5.47348023,3,4690.0,4.37,2MASS J05343394-0528245
2M05343395-0534512,*,83.64149475,-5.58089876,2,4160.0,4.35,2MASS J05343395-0534512
2M05343408-0004171,*,83.64202881,-0.07143401,0,4600.0,5.29,2MASS J05343408-0004171
2M05343416-0448279,*,83.64237213,-4.80775213,2,3880.0,4.38,2MASS J05343416-0448279
2M05343425-0602097,*,83.64273071,-6.03603315,3,3810.0,4.55,2MASS J05343425-0602097
2M05343433-0144371,*,83.64307404,-1.743662,0,7280.0,4.0,2MASS J05343433-0144371
2M05343445-0441105,*,83.64357758,-4.68627691,3,4420.0,4.63,2MASS J05343445-0441105
2M05343446-0503069,*,83.64360809,-5.05192995,0,7360.0,4.38,2MASS J05343446-0503069
2M05343448+0916239,*,83.64369965,9.27332306,3,4210.0,4.94,2MASS J05343448+0916239
2M05343468-0051340,*,83.64453888,-0.85944504,3,4400.0,4.6,2MASS J05343468-0051340
2M05343487-0442434,*,83.64532471,-4.71206617,3,4000.0,4.55,2MASS J05343487-0442434
2M05343487-0611259,*,83.64531708,-6.19055224,3,3010.0,4.25,2MASS J05343487-0611259
2M05343491+1007062,*,83.64546204,10.11841488,3,4560.0,4.6,2MASS J05343491+1007062
2M05343493-0438528,*,83.64553833,-4.64800501,0,5820.0,4.27,2MASS J05343493-0438528
2M05343514-0532103,*,83.6464386,-5.53621817,3,4680.0,4.34,2MASS J05343514-0532103
2M05343516+0927492,*,83.64653015,9.46369266,3,3940.0,4.94,2MASS J05343516+0927492
2M05343519-0534322,*,83.64666748,-5.57561588,2,3070.0,3.69,2MASS J05343519-0534322
2M05343521-0453522,*,83.64672852,-4.89785194,3,3020.0,4.34,2MASS J05343521-0453522
2M05343548-0427211,*,83.64785004,-4.455863,3,5020.0,4.76,2MASS J05343548-0427211
2M05343558-0425050,*,83.64825439,-4.41807699,0,5970.0,4.85,2MASS J05343558-0425050
2M05343560+0959432,*,83.64836121,9.99536133,3,3970.0,4.69,2MASS J05343560+0959432
2M05343575-0540094,*,83.64899445,-5.66929579,2,3890.0,4.33,2MASS J05343575-0540094
2M05343583-0621547,*,83.64931488,-6.36519909,3,3820.0,4.5,2MASS J05343583-0621547
2M05343594-0515241,*,83.64976501,-5.25669909,3,3900.0,4.43,2MASS J05343594-0515241
2M05343609-0542151,*,83.65039063,-5.70421791,3,4260.0,4.73,2MASS J05343609-0542151
2M05343614-0018095,*,83.65061951,-0.302654,0,4660.0,3.69,2MASS J05343614-0018095
2M05343614-0605346,*,83.65060425,-6.09297085,2,4020.0,4.59,2MASS J05343614-0605346
2M05343615-0651415,*,83.65063477,-6.86154079,0,7020.0,5.89,2MASS J05343615-0651415
2M05343623+0953442,*,83.65097809,9.89561749,3,3990.0,4.53,2MASS J05343623+0953442
2M05343625-0604515,*,83.65104675,-6.0809741,3,3720.0,4.28,2MASS J05343625-0604515
2M05343634+1212066,*,83.65145111,12.20184517,0,5120.0,4.26,2MASS J05343634+1212066
2M05343647-0642115,*,83.65197754,-6.70320177,3,3070.0,3.85,2MASS J05343647-0642115
2M05343654-0536171,*,83.65226746,-5.60476685,2,3780.0,4.12,2MASS J05343654-0536171
2M05343662+0949422,*,83.65261078,9.82840538,0,5530.0,4.85,2MASS J05343662+0949422
2M05343675+1002534,*,83.65313721,10.04817486,0,6830.0,4.88,2MASS J05343675+1002534
2M05343693-0053003,*,83.65387726,-0.88342303,0,8160.0,4.47,2MASS J05343693-0053003
2M05343703-0433104,*,83.65432739,-4.5529108,0,5440.0,3.91,2MASS J05343703-0433104
2M05343710-0531089,*,83.65458679,-5.51915312,2,3450.0,3.6,2MASS J05343710-0531089
2M05343717-0757402,*,83.65491486,-7.96119308,3,3870.0,4.52,2MASS J05343717-0757402
2M05343741+1151420,*,83.65588379,11.86167336,0,4490.0,3.33,2MASS J05343741+1151420
2M05343746-0534519,*,83.65611267,-5.58109713,2,4500.0,4.51,2MASS J05343746-0534519
2M05343753-0541173,*,83.6563797,-5.68815279,2,4050.0,4.34,2MASS J05343753-0541173
2M05343756-0543106,*,83.65653992,-5.7196331,2,3960.0,4.27,2MASS J05343756-0543106
2M05343767-0543044,*,83.65697479,-5.71791077,3,3780.0,4.25,2MASS J05343767-0543044
2M05343770+0045002,*,83.65711975,0.75007403,0,6670.0,3.79,2MASS J05343770+0045002
2M05343772-0448577,*,83.65717316,-4.81603622,2,3980.0,4.53,2MASS J05343772-0448577
2M05343773-0225148,*,83.65724182,-2.42080092,0,5280.0,3.78,2MASS J05343773-0225148
2M05343779+0931529,*,83.65747833,9.53136158,3,4350.0,4.77,2MASS J05343779+0931529
2M05343793+0958136,*,83.6580658,9.97045898,0,5340.0,3.98,2MASS J05343793+0958136
2M05343796-0451089,*,83.65821075,-4.85248613,3,4320.0,4.64,2MASS J05343796-0451089
2M05343796-0541087,*,83.65817261,-5.68575621,3,4370.0,4.51,2MASS J05343796-0541087
2M05343810-0527405,*,83.65876007,-5.46126413,3,3850.0,4.66,2MASS J05343810-0527405
2M05343811-0504579,*,83.65882874,-5.0827589,0,5660.0,4.65,2MASS J05343811-0504579
2M05343822-0524236,*,83.65925598,-5.40658283,2,3730.0,4.36,2MASS J05343822-0524236
2M05343844+1146518,*,83.66017914,11.78107452,0,5190.0,3.9,2MASS J05343844+1146518
2M05343846+0158253,*,83.66028595,1.9736979,3,4360.0,4.83,2MASS J05343846+0158253
2M05343859-0635564,*,83.66080475,-6.59901285,3,3700.0,4.56,2MASS J05343859-0635564
2M05343869-0557431,*,83.66122437,-5.96198606,3,4360.0,4.61,2MASS J05343869-0557431
2M05343875-0608229,*,83.66146088,-6.13969612,3,3320.0,4.35,2MASS J05343875-0608229
2M05343888-0625218,*,83.66201019,-6.42273188,3,3970.0,4.48,2MASS J05343888-0625218
2M05343896-0146564,*,83.66235352,-1.78233898,3,4190.0,4.61,2MASS J05343896-0146564
2M05343903-0455288,*,83.66265869,-4.92467499,3,3970.0,4.24,2MASS J05343903-0455288
2M05343909-0627212,*,83.6628952,-6.4558959,3,4030.0,4.78,2MASS J05343909-0627212
2M05343911-0617117,*,83.66298676,-6.28659582,3,3370.0,3.99,2MASS J05343911-0617117
2M05343913-0142147,*,83.66308594,-1.70410597,0,5740.0,4.93,2MASS J05343913-0142147
2M05343921+0952553,*,83.66338348,9.88204289,3,4410.0,4.7,2MASS J05343921+0952553
2M05343924-0418021,*,83.66350555,-4.30058909,0,5410.0,4.75,2MASS J05343924-0418021
2M05343928+1001287,*,83.66368866,10.02464104,0,3840.0,5.4,2MASS J05343928+1001287
2M05343942+0148112,*,83.66429138,1.803123,0,5540.0,4.3,2MASS J05343942+0148112
2M05343955-0527174,*,83.66481781,-5.45484209,0,5400.0,4.76,2MASS J05343955-0527174
2M05343970+0941460,*,83.66544342,9.69613171,3,4260.0,4.65,2MASS J05343970+0941460
2M05343971-0607132,*,83.66547394,-6.12035418,3,3660.0,4.48,2MASS J05343971-0607132
2M05343974+0918069,*,83.66561127,9.30192852,0,5330.0,3.8,2MASS J05343974+0918069
2M05343976-0524254,*,83.66568756,-5.40707111,3,4470.0,3.79,2MASS J05343976-0524254
2M05343980+1006220,*,83.66584778,10.10613346,3,4180.0,4.67,2MASS J05343980+1006220
2M05343986+0034388,*,83.66611481,0.57744902,0,5340.0,4.17,2MASS J05343986+0034388
2M05343987-0608341,*,83.66613007,-6.14280987,3,3860.0,4.4,2MASS J05343987-0608341
2M05343988-0526420,*,83.66618347,-5.44502211,3,4700.0,4.49,2MASS J05343988-0526420
2M05343999-0510070,*,83.66663361,-5.16863298,0,14100.0,4.48,2MASS J05343999-0510070
2M05344007-0540094,*,83.66698456,-5.66927814,2,4520.0,4.36,2MASS J05344007-0540094
2M05344013-0458398,*,83.66721344,-4.977736,3,4360.0,4.6,2MASS J05344013-0458398
2M05344048-0457396,*,83.66869354,-4.96100616,2,3620.0,4.26,2MASS J05344048-0457396
2M05344061-0443315,*,83.66924286,-4.7254281,3,4100.0,4.56,2MASS J05344061-0443315
2M05344081-0526387,*,83.67007446,-5.44409704,2,4030.0,4.41,2MASS J05344081-0526387
2M05344082-0421335,*,83.67009735,-4.35932779,3,4290.0,4.5,2MASS J05344082-0421335
2M05344083-0528095,*,83.67014313,-5.46931124,2,2990.0,4.09,2MASS J05344083-0528095
2M05344086-0522423,*,83.67027283,-5.37842989,2,4220.0,4.74,2MASS J05344086-0522423
2M05344088-0634350,*,83.67036438,-6.57640696,3,4470.0,4.06,2MASS J05344088-0634350
2M05344097-0122442,*,83.67071533,-1.37894797,3,4040.0,4.42,2MASS J05344097-0122442
2M05344100-0545173,*,83.67085266,-5.75482512,3,4200.0,4.32,2MASS J05344100-0545173
2M05344117-0546116,*,83.67157745,-5.76989985,2,3760.0,4.22,2MASS J05344117-0546116
2M05344131+1105590,*,83.67216492,11.09973907,0,12100.0,4.36,2MASS J05344131+1105590
2M05344144+1008053,*,83.67269897,10.13480568,0,4650.0,3.68,2MASS J05344144+1008053
2M05344146-0547561,*,83.67276764,-5.79893017,2,4100.0,4.39,2MASS J05344146-0547561
2M05344159-0424392,*,83.67332458,-4.41091585,3,2980.0,4.63,2MASS J05344159-0424392
2M05344167-0021597,*,83.67366028,-0.366584,0,5360.0,4.02,2MASS J05344167-0021597
2M05344171-0526529,*,83.67378998,-5.44805479,2,3740.0,4.2,2MASS J05344171-0526529
2M05344178-0453462,*,83.67411041,-4.89618015,2,3980.0,4.38,2MASS J05344178-0453462
2M05344184-0534299,*,83.67434692,-5.57498884,0,6520.0,5.0,2MASS J05344184-0534299
2M05344188-0453382,*,83.6745224,-4.89396906,2,3280.0,3.79,2MASS J05344188-0453382
2M05344198-0448235,*,83.67491913,-4.8065362,0,4660.0,4.92,2MASS J05344198-0448235
2M05344215-0459521,*,83.67562866,-4.99780798,0,5220.0,5.19,2MASS J05344215-0459521
2M05344217+0202220,*,83.67572021,2.0394721,0,6720.0,4.98,2MASS J05344217+0202220
2M05344218-0424539,*,83.67575073,-4.41498899,0,6700.0,4.98,2MASS J05344218-0424539
2M05344231-0140488,*,83.67630005,-1.680228,0,6350.0,4.14,2MASS J05344231-0140488
2M05344234+0039233,*,83.67642212,0.65649003,0,5560.0,4.01,2MASS J05344234+0039233
2M05344239-0512381,*,83.676651,-5.21059704,3,3070.0,4.52,2MASS J05344239-0512381
2M05344241-0015449,*,83.67671204,-0.26249802,3,4730.0,4.61,2MASS J05344241-0015449
2M05344241-0512186,*,83.67674255,-5.20519113,3,4560.0,4.1,2MASS J05344241-0512186
2M05344248+1011540,*,83.67700958,10.19835281,3,4550.0,4.74,2MASS J05344248+1011540
2M05344268-0442148,*,83.6778717,-4.70413303,3,4180.0,3.8,2MASS J05344268-0442148
2M05344270-0229051,*,83.67792511,-2.48475194,0,6500.0,4.13,2MASS J05344270-0229051
2M05344272-0637500,*,83.67802429,-6.63055897,0,6100.0,3.94,2MASS J05344272-0637500
2M05344273-0528375,*,83.67807007,-5.4771018,2,3730.0,4.11,2MASS J05344273-0528375
2M05344283-0027424,*,83.67848206,-0.46179801,3,4610.0,4.78,2MASS J05344283-0027424
2M05344286-0525163,*,83.6785965,-5.42121887,0,5080.0,4.22,2MASS J05344286-0525163
2M05344295-0520069,*,83.67899323,-5.33527517,3,4310.0,4.45,2MASS J05344295-0520069
2M05344312-0612388,*,83.67967224,-6.21080303,3,3990.0,4.72,2MASS J05344312-0612388
2M05344314-0544400,*,83.67977142,-5.744452,2,3020.0,4.19,2MASS J05344314-0544400
