2MASS,more,RAJ2000,DEJ2000,YSO,Teff,log(g),SimbadName,coords
2M03255587+3049489,*,51.4828186,30.83025932,0,5260.0,4.29,2MASS J03255587+3049489,03h25m55.8765s +30d49m48.9336s
2M03255929+4817123,*,51.49705887,48.2867775,0,5250.0,3.96,2MASS J03255929+4817123,03h25m59.2941s +48d17m12.399s
2M03260131+4839097,*,51.50546646,48.6526947,3,3770.0,5.28,2MASS J03260131+4839097,03h26m01.312s +48d39m09.7009s
2M03260135+3222014,*,51.5056572,32.36706924,0,5190.0,3.95,2MASS J03260135+3222014,03h26m01.3577s +32d22m01.4493s
2M03260179+3106249,*,51.50748444,31.10692596,0,5280.0,4.3,2MASS J03260179+3106249,03h26m01.7963s +31d06m24.9335s
2M03260305+3117229,*,51.5127449,31.28969574,0,5400.0,3.87,2MASS J03260305+3117229,03h26m03.0588s +31d17m22.9047s
2M03260364+3134503,*,51.51519012,31.58066559,0,5370.0,4.21,2MASS J03260364+3134503,03h26m03.6456s +31d34m50.3961s
2M03260421+4848070,*,51.51754379,48.80196762,3,5700.0,4.67,2MASS J03260421+4848070,03h26m04.2105s +48d48m07.0834s
2M03260489+3032090,*,51.520401,30.53583908,0,4870.0,3.77,2MASS J03260489+3032090,03h26m04.8962s +30d32m09.0207s
2M03260852+3134472,*,51.53553009,31.57980537,0,4770.0,3.68,2MASS J03260852+3134472,03h26m08.5272s +31d34m47.2993s
2M03261001+3107177,*,51.54171753,31.12158585,0,4320.0,2.9,2MASS J03261001+3107177,03h26m10.0122s +31d07m17.7091s
2M03261060+4813182,*,51.54420471,48.22174072,0,7700.0,4.54,2MASS J03261060+4813182,03h26m10.6091s +48d13m18.2666s
2M03261085+4823026,*,51.54521561,48.38407898,0,13700.0,4.54,2MASS J03261085+4823026,03h26m10.8517s +48d23m02.6843s
2M03261137+3053466,*,51.54740143,30.8962822,0,5110.0,3.89,2MASS J03261137+3053466,03h26m11.3763s +30d53m46.6159s
2M03261168+3106560,*,51.54870605,31.11557198,0,4700.0,3.9,2MASS J03261168+3106560,03h26m11.6895s +31d06m56.0591s
2M03261265+4809088,*,51.55272293,48.15245056,3,5120.0,5.17,2MASS J03261265+4809088,03h26m12.6535s +48d09m08.822s
2M03261355+3029223,*,51.55649185,30.48954773,0,4840.0,3.6,2MASS J03261355+3029223,03h26m13.558s +30d29m22.3718s
2M03261419+4842382,*,51.55914307,48.71063232,3,3910.0,5.18,2MASS J03261419+4842382,03h26m14.1943s +48d42m38.2764s
2M03261467+3209453,*,51.56115341,32.16260529,0,7310.0,4.46,2MASS J03261467+3209453,03h26m14.6768s +32d09m45.379s
2M03261582+5006566,*,51.56595612,50.11573029,3,4330.0,4.95,2MASS J03261582+5006566,03h26m15.8295s +50d06m56.629s
2M03261624+3223238,*,51.56766891,32.38995361,0,5290.0,4.1,2MASS J03261624+3223238,03h26m16.2405s +32d23m23.833s
2M03261639+4850284,*,51.56832123,48.8412323,3,4730.0,4.82,2MASS J03261639+4850284,03h26m16.3971s +48d50m28.4363s
2M03261767+3205235,*,51.5736618,32.08988571,3,4850.0,3.59,2MASS J03261767+3205235,03h26m17.6788s +32d05m23.5886s
2M03261891+3041083,*,51.57880402,30.68566322,3,4610.0,4.93,2MASS J03261891+3041083,03h26m18.913s +30d41m08.3876s
2M03261935+4913325,*,51.58065796,49.22571182,3,5680.0,5.24,2MASS J03261935+4913325,03h26m19.3579s +49d13m32.5626s
2M03261937+3024122,*,51.58071136,30.40340614,0,4690.0,3.59,2MASS J03261937+3024122,03h26m19.3707s +30d24m12.2621s
2M03262075+3051176,*,51.58647919,30.85488892,0,5430.0,3.98,2MASS J03262075+3051176,03h26m20.755s +30d51m17.6001s
2M03262222+4925375,*,51.59258652,49.42709732,3,5040.0,4.52,2MASS J03262222+4925375,03h26m22.2208s +49d25m37.5504s
2M03262532+4820068,*,51.60554123,48.33524704,3,5430.0,5.12,2MASS J03262532+4820068,03h26m25.3299s +48d20m06.8893s
2M03262721+3009022,*,51.61339188,30.15061378,0,6390.0,4.4,2MASS J03262721+3009022,03h26m27.2141s +30d09m02.2096s
2M03262764+4902123,*,51.6151886,49.03676605,3,4550.0,4.54,2MASS J03262764+4902123,03h26m27.6453s +49d02m12.3578s
2M03262812+3033272,*,51.61718369,30.55755806,0,5470.0,4.01,2MASS J03262812+3033272,03h26m28.1241s +30d33m27.209s
2M03262841+4941292,*,51.61840439,49.69145966,3,3160.0,5.25,2MASS J03262841+4941292,03h26m28.4171s +49d41m29.2548s
2M03262926+3050038,*,51.62192535,30.83441162,0,5260.0,3.8,2MASS J03262926+3050038,03h26m29.2621s +30d50m03.8818s
2M03263018+3215032,*,51.62577438,32.25089645,0,3970.0,1.95,2MASS J03263018+3215032,03h26m30.1859s +32d15m03.2272s
2M03263069+3220494,*,51.62789536,32.34706497,0,4040.0,2.35,2MASS J03263069+3220494,03h26m30.6949s +32d20m49.4339s
2M03263072+3149179,*,51.62800217,31.8216629,0,7060.0,3.74,2MASS J03263072+3149179,03h26m30.7205s +31d49m17.9864s
2M03263081+5007456,*,51.62840652,50.12935257,0,4080.0,2.57,2MASS J03263081+5007456,03h26m30.8176s +50d07m45.6693s
2M03263084+3141325,*,51.62851715,31.69238663,0,4410.0,3.35,2MASS J03263084+3141325,03h26m30.8441s +31d41m32.5919s
2M03263336+3036212,*,51.63899994,30.60590172,0,4120.0,2.58,2MASS J03263336+3036212,03h26m33.36s +30d36m21.2462s
2M03263370+5013545,*,51.64041901,50.23181534,3,5510.0,5.17,2MASS J03263370+5013545,03h26m33.7006s +50d13m54.5352s
2M03263477+3008347,*,51.6448822,30.14299393,0,5290.0,3.79,2MASS J03263477+3008347,03h26m34.7717s +30d08m34.7781s
2M03263666+4938129,*,51.65275574,49.63693237,3,3180.0,5.46,2MASS J03263666+4938129,03h26m36.6614s +49d38m12.9565s
2M03263692+3229529,*,51.65384674,32.49803925,0,7300.0,3.84,2MASS J03263692+3229529,03h26m36.9232s +32d29m52.9413s
2M03263735+3011376,*,51.65563583,30.19379425,0,4530.0,3.31,2MASS J03263735+3011376,03h26m37.3526s +30d11m37.6593s
2M03263917+4752564,*,51.66322327,47.88234711,0,6600.0,4.04,2MASS J03263917+4752564,03h26m39.1736s +47d52m56.4496s
2M03263931+4825474,*,51.66379547,48.42985916,0,5830.0,4.32,2MASS J03263931+4825474,03h26m39.3109s +48d25m47.493s
2M03264003+3224479,*,51.66680145,32.41331863,0,5710.0,5.59,2MASS J03264003+3224479,03h26m40.0323s +32d24m47.9471s
2M03264010+4819099,*,51.66708374,48.31944275,3,2970.0,5.07,2MASS J03264010+4819099,03h26m40.1001s +48d19m09.9939s
2M03264029+4910502,*,51.66791153,49.18061829,0,5110.0,3.9,2MASS J03264029+4910502,03h26m40.2988s +49d10m50.2258s
2M03264075+4846368,*,51.66980743,48.77689362,0,6200.0,4.51,2MASS J03264075+4846368,03h26m40.7538s +48d46m36.817s
2M03264083+3116210,*,51.67016602,31.27252388,0,5360.0,3.52,2MASS J03264083+3116210,03h26m40.8398s +31d16m21.086s
2M03264086+4957348,*,51.67028427,49.95967484,3,3360.0,5.28,2MASS J03264086+4957348,03h26m40.8682s +49d57m34.8294s
2M03264205+4947206,*,51.67522812,49.78908157,0,5830.0,4.36,2MASS J03264205+4947206,03h26m42.0547s +49d47m20.6937s
2M03264391+4954344,*,51.68297577,49.90956116,3,5740.0,4.83,2MASS J03264391+4954344,03h26m43.9142s +49d54m34.4202s
2M03264449+3006452,*,51.68541336,30.11257362,0,5550.0,4.27,2MASS J03264449+3006452,03h26m44.4992s +30d06m45.265s
2M03264839+3030259,*,51.70164108,30.50720787,3,5060.0,5.11,2MASS J03264839+3030259,03h26m48.3939s +30d30m25.9483s
2M03264914+3007054,*,51.70476151,30.11818123,0,4320.0,5.1,2MASS J03264914+3007054,03h26m49.1428s +30d07m05.4524s
2M03265010+4847320,*,51.70877457,48.79224396,0,5880.0,4.72,2MASS J03265010+4847320,03h26m50.1059s +48d47m32.0783s
2M03265024+4754578,*,51.70934296,47.91608047,0,12100.0,4.59,2MASS J03265024+4754578,03h26m50.2423s +47d54m57.8897s
2M03265330+3004301,*,51.72211838,30.07502937,0,5510.0,4.64,2MASS J03265330+3004301,03h26m53.3084s +30d04m30.1057s
2M03265427+4855370,*,51.7261467,48.92695618,0,5320.0,3.95,2MASS J03265427+4855370,03h26m54.2752s +48d55m37.0422s
2M03265607+3034479,*,51.73365021,30.57998276,0,5140.0,3.68,2MASS J03265607+3034479,03h26m56.0761s +30d34m47.9379s
2M03265671+3127295,*,51.73629761,31.45820045,0,4500.0,3.4,2MASS J03265671+3127295,03h26m56.7114s +31d27m29.5216s
2M03265911+3020334,*,51.74630356,30.34261513,0,5520.0,3.97,2MASS J03265911+3020334,03h26m59.1129s +30d20m33.4145s
2M03270009+3050462,*,51.75039673,30.84616852,0,5980.0,4.27,2MASS J03270009+3050462,03h27m00.0952s +30d50m46.2067s
2M03270014+3021415,*,51.75059891,30.36153412,0,5620.0,4.51,2MASS J03270014+3021415,03h27m00.1437s +30d21m41.5228s
2M03270066+3219573,*,51.75276947,32.33259201,0,5280.0,5.14,2MASS J03270066+3219573,03h27m00.6647s +32d19m57.3312s
2M03270143+3122002,*,51.75596619,31.36673355,0,3560.0,1.56,2MASS J03270143+3122002,03h27m01.4319s +31d22m00.2408s
2M03270241+4850193,*,51.76005936,48.83872223,3,2970.0,5.01,2MASS J03270241+4850193,03h27m02.4142s +48d50m19.4s
2M03270265+3215214,*,51.76107025,32.25594711,0,5490.0,3.96,2MASS J03270265+3215214,03h27m02.6569s +32d15m21.4096s
2M03270273+4941108,*,51.76137924,49.68634415,3,3080.0,4.94,2MASS J03270273+4941108,03h27m02.731s +49d41m10.8389s
2M03270324+4847134,*,51.76351547,48.78705597,0,6550.0,4.95,2MASS J03270324+4847134,03h27m03.2437s +48d47m13.4015s
2M03270360+4748474,*,51.7650032,47.81317902,3,3110.0,5.16,2MASS J03270360+4748474,03h27m03.6008s +47d48m47.4445s
2M03270515+4812198,*,51.77148438,48.20550919,0,13800.0,4.43,2MASS J03270515+4812198,03h27m05.1563s +48d12m19.8331s
2M03271062+3039217,*,51.79427719,30.65603447,0,5190.0,4.1,2MASS J03271062+3039217,03h27m10.6265s +30d39m21.7241s
2M03271845+3043217,*,51.82689285,30.72270012,0,3890.0,2.16,2MASS J03271845+3043217,03h27m18.4543s +30d43m21.7204s
2M03271923+3139505,*,51.83013153,31.66403198,0,4620.0,3.47,2MASS J03271923+3139505,03h27m19.2316s +31d39m50.5151s
2M03272036+4759250,*,51.83486557,47.99030304,3,4660.0,4.88,2MASS J03272036+4759250,03h27m20.3677s +47d59m25.0909s
2M03272074+3140182,*,51.8364563,31.67173576,0,5490.0,3.97,2MASS J03272074+3140182,03h27m20.7495s +31d40m18.2487s
2M03272132+3153006,*,51.83886337,31.88351631,0,5500.0,4.25,2MASS J03272132+3153006,03h27m21.3272s +31d53m00.6587s
2M03272215+3103337,*,51.8423233,31.05937004,0,6000.0,4.49,2MASS J03272215+3103337,03h27m22.1576s +31d03m33.7321s
2M03272329+4822246,*,51.84707642,48.37350845,0,4570.0,4.48,2MASS J03272329+4822246,03h27m23.2983s +48d22m24.6304s
2M03272386+3134310,*,51.84945297,31.57528305,0,5280.0,3.91,2MASS J03272386+3134310,03h27m23.8687s +31d34m31.019s
2M03272467+3022547,*,51.85281372,30.38188744,0,4310.0,2.75,2MASS J03272467+3022547,03h27m24.6753s +30d22m54.7948s
2M03272491+4858118,*,51.85383224,48.96995926,3,3090.0,5.06,2MASS J03272491+4858118,03h27m24.9197s +48d58m11.8533s
2M03272761+3010398,*,51.86505127,30.17772484,0,5220.0,4.1,2MASS J03272761+3010398,03h27m27.6123s +30d10m39.8094s
2M03272919+3029377,*,51.87165451,30.49382782,0,5500.0,3.93,2MASS J03272919+3029377,03h27m29.1971s +30d29m37.7802s
2M03272968+3144025,*,51.87368011,31.73405075,0,4770.0,3.67,2MASS J03272968+3144025,03h27m29.6832s +31d44m02.5827s
2M03273169+3039341,*,51.88206482,30.65947342,0,5590.0,3.93,2MASS J03273169+3039341,03h27m31.6956s +30d39m34.1043s
2M03273272+3031403,*,51.88635635,30.52786827,3,5060.0,4.92,2MASS J03273272+3031403,03h27m32.7255s +30d31m40.3258s
2M03273458+4857428,*,51.89411926,48.96191025,3,3160.0,5.17,2MASS J03273458+4857428,03h27m34.5886s +48d57m42.8769s
2M03273472+3104182,*,51.89468384,31.07172585,0,5360.0,3.72,2MASS J03273472+3104182,03h27m34.7241s +31d04m18.2131s
2M03273513+3212112,*,51.89639664,32.20313644,0,7750.0,4.39,2MASS J03273513+3212112,03h27m35.1352s +32d12m11.2912s
2M03273657+3222504,*,51.9024086,32.38066864,0,4480.0,3.42,2MASS J03273657+3222504,03h27m36.5781s +32d22m50.4071s
2M03273756+4816226,*,51.9065361,48.27295685,0,10100.0,4.55,2MASS J03273756+4816226,03h27m37.5687s +48d16m22.6447s
2M03273775+3220369,*,51.90729904,32.3435936,0,7680.0,4.39,2MASS J03273775+3220369,03h27m37.7518s +32d20m36.937s
2M03273779+4859287,*,51.90745926,48.99132919,0,6160.0,5.05,2MASS J03273779+4859287,03h27m37.7902s +48d59m28.7851s
2M03273825+3013585,*,51.90939331,30.23293495,3,4090.0,3.69,2MASS J03273825+3013585,03h27m38.2544s +30d13m58.5658s
2M03273859+4824592,*,51.91081238,48.41644669,3,3930.0,5.42,2MASS J03273859+4824592,03h27m38.595s +48d24m59.2081s
2M03273895+4935597,*,51.912323,49.59991837,0,12600.0,4.55,2MASS J03273895+4935597,03h27m38.9575s +49d35m59.7061s
2M03273979+3112266,*,51.91583252,31.20739746,0,4600.0,4.74,2MASS J03273979+3112266,03h27m39.7998s +31d12m26.6309s
2M03274040+4749526,*,51.91835785,47.83130264,0,5280.0,4.01,2MASS J03274040+4749526,03h27m40.4059s +47d49m52.6895s
2M03274053+3115392,*,51.91891098,31.2609005,0,6170.0,4.03,2MASS J03274053+3115392,03h27m40.5386s +31d15m39.2418s
2M03274148+3020166,*,51.92285156,30.33797073,2,3930.0,3.87,2MASS J03274148+3020166,03h27m41.4844s +30d20m16.6946s
2M03274190+3028510,*,51.92459488,30.48085213,0,5110.0,3.77,2MASS J03274190+3028510,03h27m41.9028s +30d28m51.0677s
2M03274204+3026189,*,51.9251976,30.43859291,0,4270.0,2.46,2MASS J03274204+3026189,03h27m42.0474s +30d26m18.9345s
2M03274321+3159561,*,51.93006516,31.99894333,0,5360.0,3.96,2MASS J03274321+3159561,03h27m43.2156s +31d59m56.196s
2M03274386+3230001,*,51.93276978,32.50004959,0,5610.0,4.06,2MASS J03274386+3230001,03h27m43.8647s +32d30m00.1785s
2M03274614+3138302,*,51.9422493,31.64174271,0,5080.0,4.44,2MASS J03274614+3138302,03h27m46.1398s +31d38m30.2738s
2M03274660+3233531,*,51.94417191,32.56475067,0,4990.0,4.38,2MASS J03274660+3233531,03h27m46.6013s +32d33m53.1024s
2M03274678+5010354,*,51.9449234,50.1765213,3,5180.0,5.18,2MASS J03274678+5010354,03h27m46.7816s +50d10m35.4767s
2M03274767+3012043,*,51.94866562,30.20119476,2,4130.0,3.39,2MASS J03274767+3012043,03h27m47.6797s +30d12m04.3011s
2M03274834+3135358,*,51.95145416,31.59329796,0,5760.0,4.8,2MASS J03274834+3135358,03h27m48.349s +31d35m35.8727s
2M03274852+4954183,*,51.95217896,49.90510559,3,3190.0,5.26,2MASS J03274852+4954183,03h27m48.523s +49d54m18.3801s
2M03274858+4847186,*,51.95245361,48.78850174,3,3170.0,5.04,2MASS J03274858+4847186,03h27m48.5889s +48d47m18.6063s
2M03275103+4912099,*,51.96262741,49.20277405,0,4570.0,4.36,2MASS J03275103+4912099,03h27m51.0306s +49d12m09.9866s
2M03275423+3149183,*,51.97597122,31.82176399,0,4330.0,2.76,2MASS J03275423+3149183,03h27m54.2331s +31d49m18.3504s
2M03275501+4945371,*,51.9792366,49.76032257,0,6120.0,5.03,2MASS J03275501+4945371,03h27m55.0168s +49d45m37.1613s
2M03275576+4744093,*,51.98234177,47.73594284,0,14400.0,4.55,2MASS J03275576+4744093,03h27m55.762s +47d44m09.3942s
2M03275628+3138508,*,51.98452377,31.64745712,0,5750.0,4.22,2MASS J03275628+3138508,03h27m56.2857s +31d38m50.8456s
2M03275778+3106082,*,51.9907608,31.1022892,0,5320.0,4.19,2MASS J03275778+3106082,03h27m57.7826s +31d06m08.2411s
2M03280010+3008469,*,52.00045013,30.14637947,2,3080.0,2.9,2MASS J03280010+3008469,03h28m00.108s +30d08m46.9661s
2M03280049+4734564,*,52.00204849,47.58234024,3,3820.0,5.92,2MASS J03280049+4734564,03h28m00.4916s +47d34m56.4249s
2M03280080+4900009,*,52.00336838,49.00025558,3,5020.0,5.11,2MASS J03280080+4900009,03h28m00.8084s +49d00m00.9201s
2M03280178+3151106,*,52.00744629,31.85295868,0,5320.0,3.85,2MASS J03280178+3151106,03h28m01.7871s +31d51m10.6512s
2M03280213+3026079,*,52.00890732,30.43553925,0,5280.0,3.89,2MASS J03280213+3026079,03h28m02.1378s +30d26m07.9413s
2M03280495+3202258,*,52.02065659,32.04050064,0,5390.0,3.9,2MASS J03280495+3202258,03h28m04.9576s +32d02m25.8023s
2M03280570+3203393,*,52.02378464,32.06092834,0,5020.0,4.23,2MASS J03280570+3203393,03h28m05.7083s +32d03m39.342s
2M03280846+3145321,*,52.03527069,31.75894356,0,4120.0,2.46,2MASS J03280846+3145321,03h28m08.465s +31d45m32.1968s
2M03280902+4943144,*,52.03762436,49.72068405,3,3210.0,5.21,2MASS J03280902+4943144,03h28m09.0298s +49d43m14.4626s
2M03281034+3026343,*,52.04309464,30.44287872,0,4880.0,3.76,2MASS J03281034+3026343,03h28m10.3427s +30d26m34.3634s
2M03281101+3117292,*,52.04589844,31.29146385,3,3830.0,4.53,2MASS J03281101+3117292,03h28m11.0156s +31d17m29.2699s
2M03281289+4819572,*,52.0537262,48.33256912,0,3440.0,5.77,2MASS J03281289+4819572,03h28m12.8943s +48d19m57.2488s
2M03281333+3217515,*,52.0555687,32.29764557,0,5150.0,4.16,2MASS J03281333+3217515,03h28m13.3365s +32d17m51.5241s
2M03281336+4856154,*,52.05567551,48.93763733,3,3110.0,5.06,2MASS J03281336+4856154,03h28m13.3621s +48d56m15.4944s
2M03281362+4913135,*,52.05675507,49.22042847,3,4920.0,5.11,2MASS J03281362+4913135,03h28m13.6212s +49d13m13.5425s
2M03281475+3147312,*,52.06149292,31.79200172,0,4810.0,3.61,2MASS J03281475+3147312,03h28m14.7583s +31d47m31.2062s
2M03281481+3154506,*,52.06172562,31.91406631,0,7220.0,4.24,2MASS J03281481+3154506,03h28m14.8141s +31d54m50.6387s
2M03281858+4957105,*,52.07745361,49.95292282,0,7610.0,4.75,2MASS J03281858+4957105,03h28m18.5889s +49d57m10.5222s
2M03281860+3041184,*,52.07751846,30.68844795,3,5760.0,5.35,2MASS J03281860+3041184,03h28m18.6044s +30d41m18.4126s
2M03281868+4839482,*,52.07784653,48.66339493,2,5090.0,5.16,2MASS J03281868+4839482,03h28m18.6832s +48d39m48.2217s
2M03281937+3050509,*,52.08074188,30.84747887,0,4270.0,5.03,2MASS J03281937+3050509,03h28m19.3781s +30d50m50.9239s
2M03282158+3143328,*,52.0899353,31.72578621,0,6130.0,6.0,2MASS J03282158+3143328,03h28m21.5845s +31d43m32.8304s
2M03282189+4736065,*,52.09122086,47.60182953,3,3380.0,5.29,2MASS J03282189+4736065,03h28m21.893s +47d36m06.5863s
2M03282198+3005093,*,52.09160233,30.08592033,0,5420.0,4.19,2MASS J03282198+3005093,03h28m21.9846s +30d05m09.3132s
2M03282206+3110429,*,52.09194565,31.17858887,0,6670.0,3.83,2MASS J03282206+3110429,03h28m22.067s +31d10m42.9199s
2M03282328+3140324,*,52.09702682,31.67567635,0,5050.0,5.14,2MASS J03282328+3140324,03h28m23.2864s +31d40m32.4349s
2M03282350+3040419,*,52.09792709,30.67832947,0,4900.0,3.68,2MASS J03282350+3040419,03h28m23.5025s +30d40m41.9861s
2M03282360+3221348,*,52.09833527,32.35969162,0,6620.0,4.28,2MASS J03282360+3221348,03h28m23.6005s +32d21m34.8898s
2M03282385+3229303,*,52.09939575,32.49176407,0,4700.0,3.65,2MASS J03282385+3229303,03h28m23.855s +32d29m30.3507s
2M03282445+4853460,*,52.10189056,48.89611435,0,6240.0,5.26,2MASS J03282445+4853460,03h28m24.4537s +48d53m46.0117s
2M03282511+3233195,*,52.10463715,32.55541992,0,4330.0,4.8,2MASS J03282511+3233195,03h28m25.1129s +32d33m19.5117s
2M03282568+2955372,*,52.10703659,29.92701912,0,4900.0,3.97,2MASS J03282568+2955372,03h28m25.6888s +29d55m37.2688s
2M03282578+3054000,*,52.10743713,30.90000916,3,4570.0,4.91,2MASS J03282578+3054000,03h28m25.7849s +30d54m00.033s
2M03282839+3116273,*,52.11832047,31.27426529,0,2800.0,4.34,2MASS J03282839+3116273,03h28m28.3969s +31d16m27.355s
2M03282974+3206079,*,52.12394333,32.10220337,0,5470.0,3.95,2MASS J03282974+3206079,03h28m29.7464s +32d06m07.9321s
2M03283047+3151539,*,52.1269989,31.86498642,0,5270.0,4.22,2MASS J03283047+3151539,03h28m30.4797s +31d51m53.9511s
2M03283126+2956246,*,52.13028336,29.94017982,0,5600.0,3.93,2MASS J03283126+2956246,03h28m31.268s +29d56m24.6474s
2M03283148+4856273,*,52.13120651,48.94093323,0,6220.0,4.49,2MASS J03283148+4856273,03h28m31.4896s +48d56m27.3596s
2M03283166+3053119,*,52.1319313,30.88666344,0,4210.0,4.99,2MASS J03283166+3053119,03h28m31.6635s +30d53m11.9884s
2M03283173+3059158,*,52.13223648,30.98774147,3,4750.0,4.44,2MASS J03283173+3059158,03h28m31.7368s +30d59m15.8693s
2M03283281+5009562,*,52.13672256,50.16563416,3,5580.0,5.13,2MASS J03283281+5009562,03h28m32.8134s +50d09m56.283s
2M03283336+3034497,*,52.13903046,30.58049393,0,5080.0,4.22,2MASS J03283336+3034497,03h28m33.3673s +30d34m49.7781s
2M03283450+3100510,*,52.14375305,31.01416969,0,2800.0,6.0,2MASS J03283450+3100510,03h28m34.5007s +31d00m51.0109s
2M03283466+5016008,*,52.14445114,50.26689911,0,6540.0,4.84,2MASS J03283466+5016008,03h28m34.6683s +50d16m00.8368s
2M03283504+3020096,*,52.14601135,30.33601952,0,4750.0,3.53,2MASS J03283504+3020096,03h28m35.0427s +30d20m09.6703s
2M03283506+4755042,*,52.14609909,47.91784668,3,3240.0,5.19,2MASS J03283506+4755042,03h28m35.0638s +47d55m04.248s
2M03283600+4925096,*,52.15000153,49.41934586,3,3220.0,5.24,2MASS J03283600+4925096,03h28m36.0004s +49d25m09.6451s
2M03283641+3128569,*,52.15174103,31.48248672,0,6060.0,5.99,2MASS J03283641+3128569,03h28m36.4178s +31d28m56.9522s
2M03283651+3119289,*,52.15215302,31.32470512,3,3540.0,4.26,2MASS J03283651+3119289,03h28m36.5167s +31d19m28.9384s
2M03283671+3004464,*,52.15296555,30.07956505,0,4850.0,3.67,2MASS J03283671+3004464,03h28m36.7117s +30d04m46.4342s
2M03283692+3117353,*,52.15384674,31.2931633,3,3980.0,3.95,2MASS J03283692+3117353,03h28m36.9232s +31d17m35.3879s
2M03283695+3123121,*,52.15398026,31.38670158,3,4040.0,4.62,2MASS J03283695+3123121,03h28m36.9553s +31d23m12.1257s
2M03283706+3113310,*,52.15444946,31.22527885,0,4650.0,-0.417,2MASS J03283706+3113310,03h28m37.0679s +31d13m31.0039s
2M03283736+3057451,*,52.15567398,30.96254539,0,5630.0,5.39,2MASS J03283736+3057451,03h28m37.3618s +30d57m45.1634s
2M03283797+4923155,*,52.15824509,49.38764191,0,12900.0,4.5,2MASS J03283797+4923155,03h28m37.9788s +49d23m15.5109s
2M03283838+2950530,*,52.15995789,29.84808159,0,4860.0,3.81,2MASS J03283838+2950530,03h28m38.3899s +29d50m53.0937s
2M03284242+3029530,*,52.17677689,30.49807358,2,3070.0,2.82,2MASS J03284242+3029530,03h28m42.4265s +30d29m53.0649s
2M03284283+3117447,*,52.17849731,31.29575729,0,4900.0,2.62,2MASS J03284283+3117447,03h28m42.8394s +31d17m44.7262s
2M03284323+3110425,*,52.18013,31.17849922,2,3180.0,3.71,2MASS J03284323+3110425,03h28m43.2312s +31d10m42.5972s
2M03284325+3117330,*,52.18024063,31.29252243,2,4370.0,3.75,2MASS J03284325+3117330,03h28m43.2578s +31d17m33.0807s
2M03284355+3117364,*,52.18146515,31.29346085,2,3040.0,2.74,2MASS J03284355+3117364,03h28m43.5516s +31d17m36.4591s
2M03284407+3120528,*,52.18364334,31.34801674,2,2680.0,4.14,2MASS J03284407+3120528,03h28m44.0744s +31d20m52.8603s
2M03284531+3219114,*,52.18882751,32.31984711,0,5080.0,3.95,2MASS J03284531+3219114,03h28m45.3186s +32d19m11.4496s
2M03284534+3109288,*,52.18891907,31.1580143,0,4310.0,2.77,2MASS J03284534+3109288,03h28m45.3406s +31d09m28.8515s
2M03284618+3116385,*,52.19244766,31.27738571,2,3780.0,3.82,2MASS J03284618+3116385,03h28m46.1874s +31d16m38.5886s
2M03284622+3112034,*,52.19258881,31.20095825,0,6240.0,5.28,2MASS J03284622+3112034,03h28m46.2213s +31d12m03.4497s
2M03284624+3130120,*,52.19267273,31.50335884,0,2900.0,4.69,2MASS J03284624+3130120,03h28m46.2415s +31d30m12.0918s
2M03284663+3022310,*,52.19431305,30.37529564,0,14800.0,4.09,2MASS J03284663+3022310,03h28m46.6351s +30d22m31.0643s
2M03284743+4916280,*,52.19762802,49.27445602,3,4450.0,4.88,2MASS J03284743+4916280,03h28m47.4307s +49d16m28.0417s
