2MASS,more,RAJ2000,DEJ2000,YSO,Teff,log(g),SimbadName,coords
2M03301475+3136375,*,52.56147385,31.61043549,0,5750.0,4.22,2MASS J03301475+3136375,03h30m14.7537s +31d36m37.5678s
2M03301567+3204025,*,52.56531143,32.06737137,0,4780.0,4.79,2MASS J03301567+3204025,03h30m15.6747s +32d04m02.5369s
2M03301614+3147595,*,52.56728363,31.79986763,3,4000.0,4.39,2MASS J03301614+3147595,03h30m16.1481s +31d47m59.5235s
2M03301627+3002280,*,52.56781387,30.04113579,0,9540.0,4.12,2MASS J03301627+3002280,03h30m16.2753s +30d02m28.0888s
2M03301710+3135133,*,52.57125854,31.58705139,0,4850.0,3.81,2MASS J03301710+3135133,03h30m17.102s +31d35m13.385s
2M03301851+3230579,*,52.57713318,32.51608658,0,5440.0,4.02,2MASS J03301851+3230579,03h30m18.512s +32d30m57.9117s
2M03301892+4943348,*,52.57886124,49.72634888,3,2890.0,4.99,2MASS J03301892+4943348,03h30m18.9267s +49d43m34.856s
2M03301932+4829573,*,52.58052063,48.49925995,0,7210.0,4.46,2MASS J03301932+4829573,03h30m19.325s +48d29m57.3358s
2M03301969+3051317,*,52.58207321,30.85880852,0,5630.0,4.33,2MASS J03301969+3051317,03h30m19.6976s +30d51m31.7107s
2M03302184+4900164,*,52.59100723,49.00457382,3,3250.0,5.1,2MASS J03302184+4900164,03h30m21.8417s +49d00m16.4658s
2M03302204+4857184,*,52.59184647,48.95511627,3,4680.0,4.93,2MASS J03302204+4857184,03h30m22.0432s +48d57m18.4186s
2M03302309+3153539,*,52.59621811,31.89832306,0,4990.0,4.31,2MASS J03302309+3153539,03h30m23.0923s +31d53m53.963s
2M03302323+2946376,*,52.59679031,29.77713203,0,5290.0,4.0,2MASS J03302323+2946376,03h30m23.2297s +29d46m37.6753s
2M03302348+3203523,*,52.59784317,32.06454468,0,5380.0,4.03,2MASS J03302348+3203523,03h30m23.4824s +32d03m52.3608s
2M03302353+3200110,*,52.59807205,32.00307083,0,5070.0,5.22,2MASS J03302353+3200110,03h30m23.5373s +32d00m11.055s
2M03302383+2956113,*,52.59931183,29.93648338,0,5460.0,3.88,2MASS J03302383+2956113,03h30m23.8348s +29d56m11.3402s
2M03302410+2948548,*,52.60043716,29.81524849,0,4740.0,3.67,2MASS J03302410+2948548,03h30m24.1049s +29d48m54.8946s
2M03302570+3035098,*,52.60712051,30.58605576,0,5420.0,3.87,2MASS J03302570+3035098,03h30m25.7089s +30d35m09.8007s
2M03302598+3102179,*,52.60825348,31.03830719,3,4230.0,4.23,2MASS J03302598+3102179,03h30m25.9808s +31d02m17.9059s
2M03302620+3152262,*,52.60917282,31.87394905,0,5100.0,3.95,2MASS J03302620+3152262,03h30m26.2015s +31d52m26.2166s
2M03302715+3028297,*,52.61315536,30.47494316,0,3880.0,0.806,2MASS J03302715+3028297,03h30m27.1573s +30d28m29.7954s
2M03302729+3152435,*,52.61371994,31.87876511,0,5920.0,5.76,2MASS J03302729+3152435,03h30m27.2928s +31d52m43.5544s
2M03302788+3103428,*,52.61616898,31.06190681,0,4940.0,3.88,2MASS J03302788+3103428,03h30m27.8806s +31d03m42.8645s
2M03302855+4750508,*,52.61896133,47.8474617,3,3020.0,5.28,2MASS J03302855+4750508,03h30m28.5507s +47d50m50.8621s
2M03302967+4901291,*,52.62363434,49.02476883,3,3090.0,5.2,2MASS J03302967+4901291,03h30m29.6722s +49d01m29.1678s
2M03303011+3121592,*,52.62549973,31.36647224,0,5420.0,3.96,2MASS J03303011+3121592,03h30m30.1199s +31d21m59.3001s
2M03303022+3027087,*,52.62591934,30.45241928,0,4270.0,2.72,2MASS J03303022+3027087,03h30m30.2206s +30d27m08.7094s
2M03303137+3041414,*,52.63074493,30.69483948,0,5520.0,3.91,2MASS J03303137+3041414,03h30m31.3788s +30d41m41.4221s
2M03303153+3106374,*,52.63137817,31.11040878,0,6830.0,5.29,2MASS J03303153+3106374,03h30m31.5308s +31d06m37.4716s
2M03303216+2948130,*,52.63402176,29.80361366,0,5040.0,4.13,2MASS J03303216+2948130,03h30m32.1652s +29d48m13.0092s
2M03303238+3010328,*,52.63494873,30.17579079,0,5120.0,5.21,2MASS J03303238+3010328,03h30m32.3877s +30d10m32.8468s
2M03303324+4927213,*,52.63850021,49.45593262,3,4710.0,4.79,2MASS J03303324+4927213,03h30m33.2401s +49d27m21.3574s
2M03303409+3015399,*,52.6420784,30.26108742,0,5770.0,4.19,2MASS J03303409+3015399,03h30m34.0988s +30d15m39.9147s
2M03303548+3115586,*,52.64786148,31.26628113,0,4840.0,4.46,2MASS J03303548+3115586,03h30m35.4868s +31d15m58.6121s
2M03303566+3121291,*,52.64859772,31.35808372,0,4380.0,4.99,2MASS J03303566+3121291,03h30m35.6635s +31d21m29.1014s
2M03303593+3030244,*,52.64973068,30.50680161,2,4200.0,3.94,2MASS J03303593+3030244,03h30m35.9354s +30d30m24.4858s
2M03303608+3203191,*,52.6503334,32.05532837,3,4500.0,4.93,2MASS J03303608+3203191,03h30m36.08s +32d03m19.1821s
2M03303649+4815293,*,52.65205002,48.25815201,3,3250.0,5.32,2MASS J03303649+4815293,03h30m36.492s +48d15m29.3472s
2M03303676+3027351,*,52.65318298,30.45975113,0,5530.0,4.16,2MASS J03303676+3027351,03h30m36.7639s +30d27m35.1041s
2M03303697+3031276,*,52.65404129,30.5243454,2,4190.0,3.91,2MASS J03303697+3031276,03h30m36.9699s +30d31m27.6434s
2M03303821+3032118,*,52.65921021,30.53662872,0,3220.0,2.54,2MASS J03303821+3032118,03h30m38.2105s +30d32m11.8634s
2M03303939+3045592,*,52.66414642,30.7664566,0,5750.0,4.21,2MASS J03303939+3045592,03h30m39.3951s +30d45m59.2438s
2M03304187+4903021,*,52.67448807,49.05059814,3,5340.0,5.04,2MASS J03304187+4903021,03h30m41.8771s +49d03m02.1533s
2M03304280+2949058,*,52.67836761,29.81829071,0,5440.0,3.84,2MASS J03304280+2949058,03h30m42.8082s +29d49m05.8466s
2M03304399+3032469,*,52.68330383,30.54637909,2,4110.0,3.99,2MASS J03304399+3032469,03h30m43.9929s +30d32m46.9647s
2M03304413+4832597,*,52.68390274,48.54992676,0,5550.0,3.98,2MASS J03304413+4832597,03h30m44.1367s +48d32m59.7363s
2M03304623+3220225,*,52.69265747,32.33958817,0,5540.0,4.44,2MASS J03304623+3220225,03h30m46.2378s +32d20m22.5174s
2M03304687+4948148,*,52.69530869,49.80412292,0,3800.0,1.34,2MASS J03304687+4948148,03h30m46.8741s +49d48m14.8425s
2M03304760+4753216,*,52.69833755,47.88934708,3,5700.0,4.91,2MASS J03304760+4753216,03h30m47.601s +47d53m21.6495s
2M03304876+2951152,*,52.70320892,29.85424805,0,5190.0,4.96,2MASS J03304876+2951152,03h30m48.7701s +29d51m15.293s
2M03304886+3235401,*,52.70360565,32.59449005,0,4210.0,2.73,2MASS J03304886+3235401,03h30m48.8654s +32d35m40.1642s
2M03304962+3021088,*,52.70678329,30.35245895,0,4240.0,2.91,2MASS J03304962+3021088,03h30m49.628s +30d21m08.8522s
2M03304966+2946044,*,52.70693207,29.76789474,0,5340.0,3.85,2MASS J03304966+2946044,03h30m49.6637s +29d46m04.4211s
2M03305010+3121312,*,52.70876312,31.35867882,0,3760.0,1.94,2MASS J03305010+3121312,03h30m50.1031s +31d21m31.2438s
2M03305071+3210042,*,52.71131134,32.16785431,0,4610.0,3.54,2MASS J03305071+3210042,03h30m50.7147s +32d10m04.2755s
2M03305190+3104527,*,52.71627808,31.08133316,0,5440.0,5.47,2MASS J03305190+3104527,03h30m51.9067s +31d04m52.7994s
2M03305252+3054177,*,52.71884537,30.90493393,2,3250.0,3.25,2MASS J03305252+3054177,03h30m52.5229s +30d54m17.7621s
2M03305254+3005529,*,52.71892929,30.09803391,0,6580.0,3.79,2MASS J03305254+3005529,03h30m52.543s +30d05m52.9221s
2M03305434+3051174,*,52.7264328,30.85485077,0,4900.0,3.65,2MASS J03305434+3051174,03h30m54.3439s +30d51m17.4628s
2M03305456+3031466,*,52.72736359,30.52962112,0,5000.0,3.87,2MASS J03305456+3031466,03h30m54.5673s +30d31m46.636s
2M03305511+3135076,*,52.72962952,31.58546829,0,3890.0,1.78,2MASS J03305511+3135076,03h30m55.1111s +31d35m07.6858s
2M03305526+4839228,*,52.7302742,48.65633774,3,3880.0,5.37,2MASS J03305526+4839228,03h30m55.2658s +48d39m22.8159s
2M03305631+3106462,*,52.73466492,31.11283493,0,4970.0,5.1,2MASS J03305631+3106462,03h30m56.3196s +31d06m46.2057s
2M03305680+5000507,*,52.73667908,50.01408768,3,4060.0,4.95,2MASS J03305680+5000507,03h30m56.803s +50d00m50.7156s
2M03305844+3117006,*,52.7435112,31.28351974,0,4260.0,2.89,2MASS J03305844+3117006,03h30m58.4427s +31d17m00.6711s
2M03310023+3205059,*,52.75098038,32.08499527,0,4860.0,3.86,2MASS J03310023+3205059,03h31m00.2353s +32d05m05.983s
2M03310230+3134254,*,52.75960541,31.57373047,0,5280.0,3.83,2MASS J03310230+3134254,03h31m02.3053s +31d34m25.4297s
2M03310429+3237483,*,52.76787949,32.63010025,0,5860.0,4.49,2MASS J03310429+3237483,03h31m04.2911s +32d37m48.3609s
2M03310437+3214100,*,52.76822281,32.23611832,0,4000.0,2.17,2MASS J03310437+3214100,03h31m04.3735s +32d14m10.026s
2M03310458+3147347,*,52.76909637,31.79297256,0,6120.0,4.64,2MASS J03310458+3147347,03h31m04.5831s +31d47m34.7012s
2M03310502+3123487,*,52.77093124,31.39686775,0,5400.0,3.94,2MASS J03310502+3123487,03h31m05.0235s +31d23m48.7239s
2M03310979+3111498,*,52.790802,31.19718552,0,4630.0,4.97,2MASS J03310979+3111498,03h31m09.7925s +31d11m49.8679s
2M03311069+3049405,*,52.79456329,30.82794189,2,3160.0,3.3,2MASS J03311069+3049405,03h31m10.6952s +30d49m40.5908s
2M03311195+3015369,*,52.79982376,30.26026344,0,4760.0,3.69,2MASS J03311195+3015369,03h31m11.9577s +30d15m36.9484s
2M03311290+3155529,*,52.80376434,31.93138313,0,5550.0,4.0,2MASS J03311290+3155529,03h31m12.9034s +31d55m52.9793s
2M03311313+3138190,*,52.80471802,31.63863373,0,4750.0,3.88,2MASS J03311313+3138190,03h31m13.1323s +31d38m19.0814s
2M03311386+3019157,*,52.80776596,30.32104683,0,5600.0,4.46,2MASS J03311386+3019157,03h31m13.8638s +30d19m15.7686s
2M03311459+3054468,*,52.81079865,30.91301155,0,5510.0,4.58,2MASS J03311459+3054468,03h31m14.5917s +30d54m46.8416s
2M03311465+4942224,*,52.81107712,49.70623016,0,8800.0,4.48,2MASS J03311465+4942224,03h31m14.6585s +49d42m22.4286s
2M03311471+3049554,*,52.81129074,30.83207512,2,4300.0,4.24,2MASS J03311471+3049554,03h31m14.7098s +30d49m55.4704s
2M03311611+4825121,*,52.81716156,48.42003632,3,3390.0,5.39,2MASS J03311611+4825121,03h31m16.1188s +48d25m12.1308s
2M03311637+3219493,*,52.81821823,32.3303833,0,8070.0,4.4,2MASS J03311637+3219493,03h31m16.3724s +32d19m49.3799s
2M03311649+4933033,*,52.81873703,49.55094147,3,3900.0,5.27,2MASS J03311649+4933033,03h31m16.4969s +49d33m03.3893s
2M03311671+3103443,*,52.81965637,31.06230927,0,5270.0,4.03,2MASS J03311671+3103443,03h31m16.7175s +31d03m44.3134s
2M03311682+3116350,*,52.82010651,31.27640533,0,5270.0,3.79,2MASS J03311682+3116350,03h31m16.8256s +31d16m35.0592s
2M03311830+3049395,*,52.82628632,30.8276577,2,4370.0,4.29,2MASS J03311830+3049395,03h31m18.3087s +30d49m39.5677s
2M03312011+3049176,*,52.83382034,30.82157516,2,2710.0,4.07,2MASS J03312011+3049176,03h31m20.1169s +30d49m17.6706s
2M03312071+3234549,*,52.83629608,32.58193588,0,4870.0,3.85,2MASS J03312071+3234549,03h31m20.7111s +32d34m54.9692s
2M03312146+3207066,*,52.83945084,32.11852264,0,5240.0,4.19,2MASS J03312146+3207066,03h31m21.4682s +32d07m06.6815s
2M03312243+3236585,*,52.84346771,32.61625671,0,5530.0,3.99,2MASS J03312243+3236585,03h31m22.4323s +32d36m58.5242s
2M03312348+3216091,*,52.84783554,32.269207,0,4620.0,3.61,2MASS J03312348+3216091,03h31m23.4805s +32d16m09.1452s
2M03312402+3052563,*,52.85008621,30.88230896,0,4400.0,3.35,2MASS J03312402+3052563,03h31m24.0207s +30d52m56.3123s
2M03312420+3128085,*,52.85086823,31.46902847,3,4470.0,4.22,2MASS J03312420+3128085,03h31m24.2084s +31d28m08.5025s
2M03312447+3054444,*,52.85198593,30.91235161,0,4510.0,3.18,2MASS J03312447+3054444,03h31m24.4766s +30d54m44.4658s
2M03312493+3207380,*,52.85388947,32.12723923,0,4700.0,3.59,2MASS J03312493+3207380,03h31m24.9335s +32d07m38.0612s
2M03312577+3229316,*,52.8574028,32.49212265,0,4320.0,2.75,2MASS J03312577+3229316,03h31m25.7767s +32d29m31.6415s
2M03312582+5009243,*,52.85760117,50.15675735,0,5430.0,4.04,2MASS J03312582+5009243,03h31m25.8243s +50d09m24.3265s
2M03312729+3055389,*,52.86373901,30.92747879,0,3770.0,1.7,2MASS J03312729+3055389,03h31m27.2974s +30d55m38.9236s
2M03312817+3212181,*,52.86741257,32.20504379,0,4840.0,3.68,2MASS J03312817+3212181,03h31m28.179s +32d12m18.1576s
2M03312874+3225184,*,52.86975479,32.42178726,0,5200.0,4.23,2MASS J03312874+3225184,03h31m28.7411s +32d25m18.4341s
2M03312887+3030531,*,52.87030029,30.51477432,2,4500.0,4.32,2MASS J03312887+3030531,03h31m28.8721s +30d30m53.1876s
2M03312899+4859283,*,52.8707962,48.99121475,3,5570.0,4.86,2MASS J03312899+4859283,03h31m28.9911s +48d59m28.3731s
2M03312959+3101363,*,52.87333298,31.02676964,0,4800.0,3.83,2MASS J03312959+3101363,03h31m29.5999s +31d01m36.3707s
2M03313016+4954073,*,52.87566757,49.90204239,0,7720.0,4.63,2MASS J03313016+4954073,03h31m30.1602s +49d54m07.3526s
2M03313064+4920327,*,52.8776741,49.34244156,0,3170.0,4.69,2MASS J03313064+4920327,03h31m30.6418s +49d20m32.7896s
2M03313164+3239046,*,52.88184357,32.65130234,0,4510.0,3.42,2MASS J03313164+3239046,03h31m31.6425s +32d39m04.6884s
2M03313314+4751447,*,52.88809586,47.86243057,0,15000.0,4.66,2MASS J03313314+4751447,03h31m33.143s +47d51m44.7501s
2M03313342+3138290,*,52.88925171,31.64141464,0,4430.0,4.99,2MASS J03313342+3138290,03h31m33.4204s +31d38m29.0927s
2M03313725+3034151,*,52.90521622,30.57087135,0,5440.0,5.58,2MASS J03313725+3034151,03h31m37.2519s +30d34m15.1369s
2M03313869+3041059,*,52.91122055,30.68497849,0,5140.0,4.4,2MASS J03313869+3041059,03h31m38.6929s +30d41m05.9226s
2M03313935+3052462,*,52.91399765,30.87952423,0,4370.0,3.21,2MASS J03313935+3052462,03h31m39.3594s +30d52m46.2872s
2M03313994+3231443,*,52.91643143,32.52897644,0,4220.0,2.88,2MASS J03313994+3231443,03h31m39.9435s +32d31m44.3152s
2M03314137+3046085,*,52.92241287,30.76903725,0,5810.0,4.68,2MASS J03314137+3046085,03h31m41.3791s +30d46m08.5341s
2M03314240+3106249,*,52.92670441,31.10692978,2,3990.0,4.37,2MASS J03314240+3106249,03h31m42.4091s +31d06m24.9472s
2M03314251+3151088,*,52.92714691,31.85246468,0,5290.0,4.01,2MASS J03314251+3151088,03h31m42.5153s +31d51m08.8728s
2M03314307+4847515,*,52.92947388,48.79765701,3,3140.0,5.3,2MASS J03314307+4847515,03h31m43.0737s +48d47m51.5652s
2M03314456+4932125,*,52.93567657,49.53682709,0,6410.0,4.42,2MASS J03314456+4932125,03h31m44.5624s +49d32m12.5775s
2M03314565+3100002,*,52.94024277,31.00007248,0,5150.0,3.86,2MASS J03314565+3100002,03h31m45.6583s +31d00m00.2609s
2M03314890+3204011,*,52.95377731,32.06697845,3,4790.0,4.98,2MASS J03314890+3204011,03h31m48.9066s +32d04m01.1224s
2M03314928+2958190,*,52.95536804,29.97194481,0,3800.0,1.89,2MASS J03314928+2958190,03h31m49.2883s +29d58m19.0013s
2M03314931+3230253,*,52.95548248,32.50703812,0,5370.0,3.91,2MASS J03314931+3230253,03h31m49.3158s +32d30m25.3372s
2M03315004+3115330,*,52.95851517,31.25917244,0,4930.0,3.88,2MASS J03315004+3115330,03h31m50.0436s +31d15m33.0208s
2M03315088+3039504,*,52.9620018,30.66400337,0,5100.0,3.88,2MASS J03315088+3039504,03h31m50.8804s +30d39m50.4121s
2M03315103+3213374,*,52.96264267,32.22706985,0,5520.0,4.02,2MASS J03315103+3213374,03h31m51.0342s +32d13m37.4515s
2M03315165+4920004,*,52.96524048,49.3334465,3,3880.0,5.18,2MASS J03315165+4920004,03h31m51.6577s +49d20m00.4074s
2M03315168+2953345,*,52.96535492,29.89293861,0,4890.0,3.85,2MASS J03315168+2953345,03h31m51.6852s +29d53m34.579s
2M03315322+3035217,*,52.97178268,30.58938599,0,5610.0,4.78,2MASS J03315322+3035217,03h31m53.2278s +30d35m21.7896s
2M03315394+4844065,*,52.97476578,48.7351532,0,15000.0,4.21,2MASS J03315394+4844065,03h31m53.9438s +48d44m06.5515s
2M03315421+4831383,*,52.97587585,48.52732849,3,5970.0,4.94,2MASS J03315421+4831383,03h31m54.2102s +48d31m38.3826s
2M03315579+4835017,*,52.98249817,48.58381271,0,7660.0,4.5,2MASS J03315579+4835017,03h31m55.7996s +48d35m01.7258s
2M03315649+3210455,*,52.98541641,32.1793251,0,6070.0,5.12,2MASS J03315649+3210455,03h31m56.4999s +32d10m45.5704s
2M03315870+4952125,*,52.99462128,49.87015915,0,6610.0,4.16,2MASS J03315870+4952125,03h31m58.7091s +49d52m12.5729s
2M03320081+3111142,*,53.00339127,31.18730164,0,4900.0,3.74,2MASS J03320081+3111142,03h32m00.8139s +31d11m14.2859s
2M03320193+3118078,*,53.00807571,31.30218315,0,4500.0,3.19,2MASS J03320193+3118078,03h32m01.9382s +31d18m07.8593s
2M03320232+3058263,*,53.0097084,30.97398186,0,3940.0,2.34,2MASS J03320232+3058263,03h32m02.33s +30d58m26.3347s
2M03320234+3224457,*,53.00978851,32.41271591,0,5460.0,4.23,2MASS J03320234+3224457,03h32m02.3492s +32d24m45.7773s
2M03320343+3100320,*,53.01430893,31.00890541,0,5810.0,4.53,2MASS J03320343+3100320,03h32m03.4341s +31d00m32.0595s
2M03320494+3024532,*,53.02058411,30.41477966,0,5250.0,3.92,2MASS J03320494+3024532,03h32m04.9402s +30d24m53.2068s
2M03320510+4927115,*,53.02125549,49.45322037,0,4250.0,2.66,2MASS J03320510+4927115,03h32m05.1013s +49d27m11.5933s
2M03320647+3036202,*,53.0269928,30.60561943,0,5410.0,5.59,2MASS J03320647+3036202,03h32m06.4783s +30d36m20.2299s
2M03320723+3140582,*,53.03015518,31.68284225,0,5630.0,4.09,2MASS J03320723+3140582,03h32m07.2372s +31d40m58.2321s
2M03320732+3029361,*,53.03051376,30.49337578,0,3990.0,2.22,2MASS J03320732+3029361,03h32m07.3233s +30d29m36.1528s
2M03320854+3127064,*,53.03560638,31.45179558,0,5330.0,4.22,2MASS J03320854+3127064,03h32m08.5455s +31d27m06.4641s
2M03320917+3046273,*,53.03823853,30.77427292,0,5080.0,4.44,2MASS J03320917+3046273,03h32m09.1772s +30d46m27.3825s
2M03320973+3000219,*,53.04057693,30.0060997,0,7250.0,4.06,2MASS J03320973+3000219,03h32m09.7385s +30d00m21.9589s
2M03320992+3100162,*,53.04136658,31.00450516,0,4900.0,3.83,2MASS J03320992+3100162,03h32m09.928s +31d00m16.2186s
2M03321022+4908287,*,53.04259109,49.1413269,0,5020.0,4.76,2MASS J03321022+4908287,03h32m10.2219s +49d08m28.7768s
2M03321115+3018583,*,53.04648209,30.31620026,0,4550.0,4.95,2MASS J03321115+3018583,03h32m11.1557s +30d18m58.3209s
2M03321509+3109408,*,53.06290817,31.16134071,0,5750.0,4.16,2MASS J03321509+3109408,03h32m15.098s +31d09m40.8266s
2M03321754+4844553,*,53.07311249,48.74869537,3,3930.0,5.33,2MASS J03321754+4844553,03h32m17.547s +48d44m55.3033s
2M03321798+3122328,*,53.0749321,31.37579536,0,5260.0,4.0,2MASS J03321798+3122328,03h32m17.9837s +31d22m32.8633s
2M03321874+3103402,*,53.07809067,31.06119156,0,4680.0,3.73,2MASS J03321874+3103402,03h32m18.7418s +31d03m40.2896s
2M03321900+3020330,*,53.07918549,30.34252167,0,5340.0,4.95,2MASS J03321900+3020330,03h32m19.0045s +30d20m33.078s
2M03322029+4824523,*,53.08457565,48.41454697,3,3500.0,5.37,2MASS J03322029+4824523,03h32m20.2982s +48d24m52.3691s
2M03322030+3050485,*,53.08459854,30.84682083,0,5230.0,3.87,2MASS J03322030+3050485,03h32m20.3036s +30d50m48.555s
2M03322088+3036538,*,53.0870285,30.61495972,0,5790.0,4.58,2MASS J03322088+3036538,03h32m20.8868s +30d36m53.855s
2M03322168+3019378,*,53.09033585,30.32718277,0,5350.0,3.95,2MASS J03322168+3019378,03h32m21.6806s +30d19m37.858s
2M03322253+3213561,*,53.09388351,32.23225403,0,4610.0,3.29,2MASS J03322253+3213561,03h32m22.532s +32d13m56.1145s
2M03322255+3027577,*,53.09399414,30.46603012,0,5310.0,3.82,2MASS J03322255+3027577,03h32m22.5586s +30d27m57.7084s
2M03322313+4801114,*,53.0963974,48.01984406,0,7040.0,5.8,2MASS J03322313+4801114,03h32m23.1354s +48d01m11.4386s
2M03322459+3038426,*,53.10246277,30.64518166,0,5480.0,4.33,2MASS J03322459+3038426,03h32m24.5911s +30d38m42.654s
2M03322909+3231581,*,53.12123108,32.53282547,0,5800.0,4.74,2MASS J03322909+3231581,03h32m29.0955s +32d31m58.1717s
2M03323008+3127451,*,53.12534714,31.46255302,0,6880.0,5.37,2MASS J03323008+3127451,03h32m30.0833s +31d27m45.1909s
2M03323022+3225599,*,53.12593842,32.43330765,0,5090.0,4.08,2MASS J03323022+3225599,03h32m30.2252s +32d25m59.9075s
2M03323069+4910346,*,53.1278801,49.17629242,0,4750.0,4.41,2MASS J03323069+4910346,03h32m30.6912s +49d10m34.6527s
2M03323300+3102216,*,53.13752365,31.03935242,2,3060.0,2.95,2MASS J03323300+3102216,03h32m33.0057s +31d02m21.6687s
2M03323405+3100557,*,53.14191055,31.01548767,2,4130.0,4.14,2MASS J03323405+3100557,03h32m34.0585s +31d00m55.7556s
2M03323660+3009323,*,53.15253448,30.15898514,0,5370.0,3.93,2MASS J03323660+3009323,03h32m36.6083s +30d09m32.3465s
2M03323745+3234190,*,53.15605545,32.57195282,0,5300.0,3.96,2MASS J03323745+3234190,03h32m37.4533s +32d34m19.0302s
2M03323806+3126441,*,53.15862274,31.44559669,0,6000.0,4.46,2MASS J03323806+3126441,03h32m38.0695s +31d26m44.1481s
2M03323826+4830086,*,53.15943909,48.5024147,0,3980.0,1.9,2MASS J03323826+4830086,03h32m38.2654s +48d30m08.6929s
2M03324131+3228134,*,53.17215729,32.47040939,0,4710.0,3.64,2MASS J03324131+3228134,03h32m41.3177s +32d28m13.4738s
2M03324171+3110461,*,53.1738205,31.17949295,2,3880.0,4.26,2MASS J03324171+3110461,03h32m41.7169s +31d10m46.1746s
2M03324214+3225589,*,53.1755867,32.43302917,0,5340.0,4.3,2MASS J03324214+3225589,03h32m42.1408s +32d25m58.905s
2M03324258+4808201,*,53.1774292,48.13893127,0,6160.0,4.26,2MASS J03324258+4808201,03h32m42.583s +48d08m20.1526s
2M03324364+3030189,*,53.18186951,30.50527382,0,5360.0,3.92,2MASS J03324364+3030189,03h32m43.6487s +30d30m18.9858s
2M03324391+3147179,*,53.18296432,31.78832817,0,4910.0,4.03,2MASS J03324391+3147179,03h32m43.9114s +31d47m17.9814s
2M03324514+4822253,*,53.18809128,48.373703,0,5370.0,3.87,2MASS J03324514+4822253,03h32m45.1419s +48d22m25.3308s
2M03324517+5005156,*,53.18823242,50.08766937,3,4180.0,5.08,2MASS J03324517+5005156,03h32m45.1758s +50d05m15.6097s
2M03324582+3222011,*,53.19092178,32.36697388,0,4920.0,3.84,2MASS J03324582+3222011,03h32m45.8212s +32d22m01.106s
2M03324688+3206341,*,53.19535065,32.10948181,0,4850.0,4.23,2MASS J03324688+3206341,03h32m46.8842s +32d06m34.1345s
2M03324699+3114223,*,53.19582748,31.23954582,0,4280.0,4.97,2MASS J03324699+3114223,03h32m46.9986s +31d14m22.365s
2M03324721+3059162,*,53.19672775,30.98785782,3,3980.0,3.73,2MASS J03324721+3059162,03h32m47.2147s +30d59m16.2882s
2M03324951+3014148,*,53.20632553,30.23746109,0,7030.0,5.65,2MASS J03324951+3014148,03h32m49.5181s +30d14m14.8599s
2M03325096+3156254,*,53.21234512,31.94039536,0,5600.0,4.45,2MASS J03325096+3156254,03h32m50.9628s +31d56m25.4233s
2M03325108+4950439,*,53.21284866,49.84555435,3,4580.0,4.79,2MASS J03325108+4950439,03h32m51.0837s +49d50m43.9957s
2M03325158+2959102,*,53.21495438,29.98616791,0,6220.0,5.18,2MASS J03325158+2959102,03h32m51.5891s +29d59m10.2045s
2M03325315+3204531,*,53.22146988,32.08143616,0,5390.0,3.87,2MASS J03325315+3204531,03h32m53.1528s +32d04m53.1702s
2M03325494+3209563,*,53.22893143,32.16566467,0,5160.0,3.86,2MASS J03325494+3209563,03h32m54.9435s +32d09m56.3928s
2M03325653+3151354,*,53.23555374,31.85983849,0,4630.0,3.6,2MASS J03325653+3151354,03h32m56.5329s +31d51m35.4186s
2M03325684+3005527,*,53.23686981,30.09799385,0,6030.0,4.27,2MASS J03325684+3005527,03h32m56.8488s +30d05m52.7779s
2M03330043+3144367,*,53.25180054,31.7435379,0,6120.0,5.02,2MASS J03330043+3144367,03h33m00.4321s +31d44m36.7364s
2M03330087+3049431,*,53.25366211,30.82865524,0,5140.0,3.9,2MASS J03330087+3049431,03h33m00.8789s +30d49m43.1589s
2M03330211+3041027,*,53.25880432,30.6841011,0,5040.0,5.13,2MASS J03330211+3041027,03h33m02.113s +30d41m02.764s
2M03330398+3034291,*,53.26659012,30.5747509,0,6080.0,5.15,2MASS J03330398+3034291,03h33m03.9816s +30d34m29.1032s
2M03330508+3009001,*,53.27117538,30.15004539,0,5220.0,4.52,2MASS J03330508+3009001,03h33m05.0821s +30d09m00.1634s
2M03330563+3218358,*,53.27347183,32.30997086,0,4520.0,3.41,2MASS J03330563+3218358,03h33m05.6332s +32d18m35.8951s
2M03330625+3114598,*,53.27605438,31.24996758,0,5290.0,3.97,2MASS J03330625+3114598,03h33m06.2531s +31d14m59.8833s
2M03330642+3108045,*,53.27675629,31.13460541,0,2620.0,3.13,2MASS J03330642+3108045,03h33m06.4215s +31d08m04.5795s
2M03330908+3004584,*,53.28783417,30.08291435,0,5230.0,3.96,2MASS J03330908+3004584,03h33m09.0802s +30d04m58.4917s
2M03330979+2956414,*,53.29082108,29.94483948,0,5260.0,4.0,2MASS J03330979+2956414,03h33m09.7971s +29d56m41.4221s
2M03331023+3050177,*,53.29265594,30.83827591,0,4460.0,3.2,2MASS J03331023+3050177,03h33m10.2374s +30d50m17.7933s
2M03331088+3020460,*,53.29537582,30.34612274,0,5170.0,4.02,2MASS J03331088+3020460,03h33m10.8902s +30d20m46.0419s
2M03331158+3114374,*,53.29827499,31.24373245,3,5820.0,4.79,2MASS J03331158+3114374,03h33m11.586s +31d14m37.4368s
2M03331273+3204418,*,53.30306244,32.07828522,0,6630.0,5.18,2MASS J03331273+3204418,03h33m12.735s +32d04m41.8268s
